ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,title,url,volume,year
article,SU2023100124,"Nowadays, Artificial Intelligence (AI) literacy has become an emerging topic in digital literacy education research. However, it is still under-explored in early childhood education (ECE) since the AI curriculum for young children has just been designed in recent years. A scoping review was conducted to examine the thematic and content analysis of 16 empirical papers from 2016 to 2022. This scoping reviews evaluate, synthesize, and display 16 studies on AI literacy in early childhood education, including curriculum design, AI tools, pedagogical approaches, research designs, assessment methods, and findings. The discussion of the AI literacy implementation in ECE contributes to providing references for educators and researchers to design interventions to engage young children in AI learning. Further, we identified a set of challenges and opportunities of AI literacy. Several challenges included (1) lack of teachers' AI knowledge, skills, and confidence; (2) lack of curriculum design; and (3) lack of teaching guidelines. Although educators meet challenges at the beginning stage of developing AI instructional design for young children, AI learning could bring learning opportunities and foster young children's AI literacy in terms of AI concepts, practices and perspectives. We foresee that there will be a growing number of age-appropriate curriculum and tools for the ECE level. At the end, we also make some recommendations for future researchers and educators to improve AI literacy research and learning design in early childhood education.",,Jiahong Su and Davy Tsz Kit Ng and Samuel Kai Wah Chu,,https://doi.org/10.1016/j.caeai.2023.100124,,,,2666-920X,Computers and Education: Artificial Intelligence,"AI, AI literacy, AI education, Learning and teaching AI, Early childhood education, Challenges and opportunities",,,100124,,Artificial Intelligence (AI) Literacy in Early Childhood Education: The Challenges and Opportunities,https://www.sciencedirect.com/science/article/pii/S2666920X23000036,4,2023
article,LEPRI2021102249,"Summary
Today's increased availability of large amounts of human behavioral data and advances in artificial intelligence (AI) are contributing to a growing reliance on algorithms to make consequential decisions for humans, including those related to access to credit or medical treatments, hiring, etc. Algorithmic decision-making processes might lead to more objective decisions than those made by humans who may be influenced by prejudice, conflicts of interest, or fatigue. However, algorithmic decision-making has been criticized for its potential to lead to privacy invasion, information asymmetry, opacity, and discrimination. In this paper, we describe available technical solutions in three large areas that we consider to be of critical importance to achieve a human-centric AI: (1) privacy and data ownership; (2) accountability and transparency; and (3) fairness. We also highlight the criticality and urgency to engage multi-disciplinary teams of researchers, practitioners, policy makers, and citizens to co-develop and evaluate in the real-world algorithmic decision-making processes designed to maximize fairness, accountability, and transparency while respecting privacy.",,Bruno Lepri and Nuria Oliver and Alex Pentland,,https://doi.org/10.1016/j.isci.2021.102249,,,,2589-0042,iScience,"Algorithms, Artificial Intelligence, Computer Privacy",,3,102249,,Ethical machines: The human-centric use of artificial intelligence,https://www.sciencedirect.com/science/article/pii/S2589004221002170,24,2021
article,ZHENG2020103669,"Engineering design is a complex process which requires science, technology, engineering, and mathematic (STEM) knowledge. Students' self-regulation plays a critical role in interdisciplinary tasks. However, there is limited research investigating whether and how self-regulation leads to different learning outcomes among students in engineering design. This study analyzes the engineering design behaviors of 108 ninth-grade U.S. students using principal component analysis and cluster analysis. It classifies the students into four distinct types: competent, cognitive-oriented, reflective-oriented, and minimally self-regulated learners. Competent self-regulated learners perceived themselves as the most self-regulated learners and had the greatest learning gains, although they did not perform best in the task. Cognitive-oriented self-regulated learners perceived themselves as the least self-regulated learners although they were the second best in both the performance of the task and learning gains. In contrast, reflective learners had the best performance in the task. Minimally self-regulated learners did not perform well in the task and had the lowest learning gains. The results revealed that the competent self-regulated learners had an appropriate assessment of themselves to obtain knowledge, cognitive-oriented self-regulated learners underestimated themselves, reflective learners focused on the results of the task, and minimally self-regulated learners overestimated themselves and exerted the least effort. The results also offer new insights into STEM education and self-regulated learning with emerging learning analytics.",,Juan Zheng and Wanli Xing and Gaoxia Zhu and Guanhua Chen and Henglv Zhao and Charles Xie,,https://doi.org/10.1016/j.compedu.2019.103669,,,,0360-1315,Computers & Education,"Self-regulation, STEM learning, Learning analytics, Energy3D, Engineering design",,,103669,,Profiling self-regulation behaviors in STEM learning of engineering design,https://www.sciencedirect.com/science/article/pii/S0360131519302222,143,2020
article,LIU20171,"Researchers and educators continuously remark on the importance of integrating creativity into the learning process. This study proposes a creativity approach to facilitating participatory learning for the sustained engagement of young learners based on the principle of remix practice, which consists of learning to generate online artefacts, endless hybridization and scaffolding. This study investigated students' engagement in and perceptions of the creative learning process during a two-year participatory learning program. Data collected included students’ flow perceptions during a 39-week activity, their motivation and creative self-efficacy before and after the intervention, as well as their creative products. The findings indicated that the remix-oriented approach led to a higher level of intrinsic motivation and sustained flow compared to a model-based approach, especially interest and curiosity, in this participatory learning program. The approach also helped the students to perceive a significant increase in their level of creative self-efficacy associated with strategies to generate creative ideas. The results of this study suggest that the principle of remix practice is helpful for leveraging knowledge acquisition and the creative nature of participatory learning activities to sustain student engagement in participatory learning programs.",,Chen-Chung Liu and Wei-Chen Chen and Hung-Ming Lin and Yun-Yin Huang,,https://doi.org/10.1016/j.compedu.2017.03.002,,,,0360-1315,Computers & Education,"Multimedia/hypermedia systems, Authoring tools and methods, Learning communities, Teaching/learning strategies",,,1-15,,A remix-oriented approach to promoting student engagement in a long-term participatory learning program,https://www.sciencedirect.com/science/article/pii/S0360131517300507,110,2017
article,NEWHALL201753,"We present a model for incorporating parallel and distributed computing (PDC) throughout an undergraduate CS curriculum. Our curriculum is designed to introduce students early to parallel and distributed computing topics and to expose students to these topics repeatedly in the context of a wide variety of CS courses. The key to our approach is the development of a required intermediate-level course that serves as an introduction to computer systems and parallel computing. It serves as a requirement for every CS major and minor and is a prerequisite to upper-level courses that expand on parallel and distributed computing topics in different contexts. With the addition of this new course, we are able to easily make room in upper-level courses to add and expand parallel and distributed computing topics. The goal of our curricular design is to ensure that every graduating CS major has exposure to parallel and distributed computing, with both a breadth and depth of coverage. Our curriculum is particularly designed for the constraints of a small liberal arts college, however, much of its ideas and its design are applicable to any undergraduate CS curriculum.",,Tia Newhall and Andrew Danner and Kevin C. Webb,,https://doi.org/10.1016/j.jpdc.2017.01.005,,,,0743-7315,Journal of Parallel and Distributed Computing,"CS curriculum, Parallel and distributed computing","Keeping up with Technology: Teaching Parallel, Distributed and High-Performance Computing",,53-62,,Pervasive parallel and distributed computing in a liberal arts college curriculum,https://www.sciencedirect.com/science/article/pii/S0743731517300114,105,2017
article,RADIANTI2020103778,"Researchers have explored the benefits and applications of virtual reality (VR) in different scenarios. VR possesses much potential and its application in education has seen much research interest lately. However, little systematic work currently exists on how researchers have applied immersive VR for higher education purposes that considers the usage of both high-end and budget head-mounted displays (HMDs). Hence, we propose using systematic mapping to identify design elements of existing research dedicated to the application of VR in higher education. The reviewed articles were acquired by extracting key information from documents indexed in four scientific digital libraries, which were filtered systematically using exclusion, inclusion, semi-automatic, and manual methods. Our review emphasizes three key points: the current domain structure in terms of the learning contents, the VR design elements, and the learning theories, as a foundation for successful VR-based learning. The mapping was conducted between application domains and learning contents and between design elements and learning contents. Our analysis has uncovered several gaps in the application of VR in the higher education sphere—for instance, learning theories were not often considered in VR application development to assist and guide toward learning outcomes. Furthermore, the evaluation of educational VR applications has primarily focused on usability of the VR apps instead of learning outcomes and immersive VR has mostly been a part of experimental and development work rather than being applied regularly in actual teaching. Nevertheless, VR seems to be a promising sphere as this study identifies 18 application domains, indicating a better reception of this technology in many disciplines. The identified gaps point toward unexplored regions of VR design for education, which could motivate future work in the field.",,Jaziar Radianti and Tim A. Majchrzak and Jennifer Fromm and Isabell Wohlgenannt,,https://doi.org/10.1016/j.compedu.2019.103778,,,,0360-1315,Computers & Education,"Augmented and virtual reality, Cooperative/collaborative learning, Distance education and online learning, Human–computer interface, Media in education",,,103778,,"A systematic review of immersive virtual reality applications for higher education: Design elements, lessons learned, and research agenda",https://www.sciencedirect.com/science/article/pii/S0360131519303276,147,2020
article,GONCHAROW2021316,"The NSF/IEEE-TCPP Parallel and Distributed Computing curriculum guidelines released in 2012 (PDC12) represents an effort to bring more parallel computing concepts into early computer science courses. To date, it has been moderately successful, with the inclusion of some PDC topics in the ACM/IEEE Computer Science curriculum guidelines in 2013 (CS13) and mentions of PDC topics in the Computing Curricula 2020. Additionally, some universities in the U.S. and around the world have started to cover some of these topics in early CS courses. Lack of knowledge of or training in PDC topics among instructors, along with the need to align early CS course content with prescribed learning objectives in the curricula, are often cited as hurdles for adoption in early CS courses. There have been attempts at bringing PDC materials, such as textbook chapters, lecture slides, assignments, and demos to assist instructors of early CS classes. However, the effort required on the part of the instructor to figure out what is relevant to a particular class can be daunting. In this work, we contend that simultaneously classifying pedagogical materials against the CS13 and the PDC12 curriculum guidelines can address some of the challenges faced by instructors and can promote broader adoption of PDC materials in early CS courses. We present CS Materials, a system that can be used to categorize pedagogical materials according to well-known and established curricular guidelines. We show that CS Materials can be leveraged 1) by instructors of early CS courses to find materials that are similar to the one that they use but that also cover PDC topics, and 2) by instructors to check the coverage of topics (and gaps) in a course, and 3) by PDC experts to identify topics for which PDC instructional materials do not exist or are insufficient in order to inform development of additional PDC curricular materials.",,Alec Goncharow and Matthew Mcquaigue and Erik Saule and Kalpathi Subramanian and Paula Goolkasian and Jamie Payton,,https://doi.org/10.1016/j.jpdc.2021.05.014,,,,0743-7315,Journal of Parallel and Distributed Computing,"cs education, Educational material recommendation, Integrating PDC in Early CS education, Analyzing the state of PDC education",,,316-330,,CS-Materials: A system for classifying and analyzing pedagogical materials to improve adoption of parallel and distributed computing topics in early CS courses,https://www.sciencedirect.com/science/article/pii/S074373152100126X,157,2021
article,PARGMAN2019102434,"In this paper, we present a structured report on a dialogue on the Future of Computing and Wisdom. The dialogue consists of a recorded and transcribed discussion between researchers and practitioners in the field of Human–Computer Interaction that was held at workshop in conjunction with the 10th Nordic Conference on Human–Computer Interaction in September 2018. However, the dialogue also encompasses workshop participants’ preparatory work with writing “fictional abstracts” – abstracts of yet-to-be-written research papers that will be published in 2068. The polyvocal dialogue that is reported upon thus includes not just the voices of researchers and practitioners who attended the workshop, but also includes the voices of the future researchers of 2068 who wrote the abstracts in question as well as the voices of the organisms, individuals, intelligent agents and communities who are the subjects, victims, beneficiaries and bystanders of wise (or unwise) future computing systems.",,Daniel Sapiens Pargman and Elina Eriksson and Oliver Bates and Ben Kirman and Rob Comber and Anders Hedman and Martijn {van den Broeck},,https://doi.org/10.1016/j.futures.2019.06.006,,,,0016-3287,Futures,"Human–Computer Interaction, Design fiction, Fictional abstracts, Artificial intelligence, Wisdom",,,102434,,The future of computing and wisdom: Insights from Human–Computer Interaction,https://www.sciencedirect.com/science/article/pii/S0016328718305123,113,2019
incollection,VANDERFORD2017105,"Think beyond your label—years of academic life have pushed you to fine-tune a statement regarding your research interests that is short and to the point. It often starts with “I am a doctoral student in…” To hone your transferable skills, or the skills that are valued in research as well as other career areas, you have to break away from thinking about yourself in those terms. Prove that you can do the job even when you do not have direct job experience—you will do this by learning to think broadly and comprehensively about your transferable skills. Know how to identify your transferable skills. For everything that you have achieved in your life, there is an accompanying set of skills that will add value to you as a job applicant. Know how to describe them. Know how to portray your transferable skills in industry terms. There are phrases that resonate with key industries and organizations in their search for new recruits. Identify the correct terms to be understood in your chosen career field.",,Nathan L. Vanderford,ReSearch,https://doi.org/10.1016/B978-0-12-804297-7.00010-0,,Teresa M. Evans and Natalie Lundsteen and Nathan L. Vanderford,978-0-12-804297-7,,,"Alternative careers, Biomedical science, Career path, Communicating skills, Graduate student, Job market, Life science, Nontraditional career, PhD, Postdoc, Self-assessment, Transferable skills",,,105-118,Academic Press,Chapter 10 - Transferable Skills: How to Describe What You Really Know,https://www.sciencedirect.com/science/article/pii/B9780128042977000100,,2017
article,NEUPOKOEVA2021100753,"This article has been retracted: please see Elsevier Policy on Article Withdrawal (https://www.elsevier.com/about/our-business/policies/article-withdrawal). This article has been retracted at the request of the Editors-in-Chief. After a thorough investigation, the Editors have concluded that the acceptance of this article was based upon the positive advice of one unreliable reviewer report. The report was submitted from an email account which was provided to the journal as a suggested reviewer during the submission of the article. The reviewer account did not respond to the journal request to confirm the reviewer identity, and the Editors decided to retract the article. This manipulation of the peer-review process represents a clear violation of the fundamentals of peer review, our publishing policies, and publishing ethics standards. Apologies are offered to the readers of the journal that this deception was not detected during the submission process.",,Elena Neupokoeva and Nikolay Chapaev and Irina Suslova and Natalya Khokhlova and Aleksandr Sosnin,,https://doi.org/10.1016/j.tsc.2020.100753,,,,1871-1871,Thinking Skills and Creativity,,,,100753,,RETRACTED: The development of a systems mindset in the first-year students studying online at a vocational pedagogical university while mastering the basics of working with digital technologies,https://www.sciencedirect.com/science/article/pii/S1871187120302273,39,2021
article,RAMNARAIN201465,"This study investigated the perceptions of physical sciences (physics and chemistry) teachers on the implementation of inquiry-based learning at a diversity of high schools in South Africa. The findings show that teachers at all locations of school have a positive perception of inquiry-based learning, with benefits for learners that include the development of experimental skills and making science more enjoyable. However, with regard to inquiry facilitating conceptual understanding, teachers at township and rural schools believe a didactic approach to be more effective than learners doing inquiry, whilst teachers at suburban and urban schools favour an inquiry-based approach in this regard. The significance of this study is that the lack of resources, large classes, and the limited exposure to inquiry of learners at township and rural schools constrain the implementation of inquiry-based learning at these schools, and result in teachers at such schools resorting to a didactic pedagogy.",,Umesh Dewnarain Ramnarain,,https://doi.org/10.1016/j.tate.2013.11.003,,,,0742-051X,Teaching and Teacher Education,"Inquiry-based learning, Practical work, School science curriculum, Economically disadvantaged schools",,,65-75,,"Teachers' perceptions of inquiry-based learning in urban, suburban, township and rural high schools: The context-specificity of science curriculum implementation in South Africa",https://www.sciencedirect.com/science/article/pii/S0742051X13001753,38,2014
incollection,GAASEDELEN2019201,"Today, in medicine, performing a procedure on a human requires complex anatomical and physiological knowledge, including 3D relational and physical properties. All commonly employed imaging modalities attempt to recapitulate this information in some useable form. Each technique, however, can only retrieve a small slice of spatial, temporal, or conceptual knowledge of the body area of interest. Furthermore, in some cases like computed tomography, a large amount of information is gathered without a clear strategy for manual or automated analysis. Current software developments are slowly realizing a convergence of medical imaging methodologies toward one of greater realism. For the purposes of this chapter, this “coming together” of disciplines will be delineated as the field of 3D graphics. Although this is a simplification, 3D graphics will be the primary foundation for a much larger hybridized field whose aim will be the creation of informative and accurate medical spatial representations. To understand how this will affect the clinical fields, we will need to first explore 3D graphics more holistically, delving into areas of physical simulation, 3D movie rendering, video game development, and the expansion of 3D visualization hardware. As we explore these fields, we will relate each of these subdomains to analogous examples in the medical field, also documenting opportunities for commercialization and innovation.",,Erik N. Gaasedelen and Paul A. Iaizzo,Engineering in Medicine,https://doi.org/10.1016/B978-0-12-813068-1.00008-7,,Paul A. Iaizzo,978-0-12-813068-1,,,"3D graphics, physical simulation, 3D visualization, artificial intelligence, virtual reality, augmented reality",,,201-218,Academic Press,Chapter 8 - 3D Graphics to Virtual Reality in Medicine: Opportunities and Prospective,https://www.sciencedirect.com/science/article/pii/B9780128130681000087,,2019
article,SAILER2024108305,"This article provides a comprehensive review of current practices and methodologies within the field of learning analytics, structured around a dedicated closed-loop framework. This framework effectively integrates various aspects of learning analytics into a cohesive framework, emphasizing the interplay between data collection, processing and analysis, as well as adaptivity and personalization, all connected by the learners involved and underpinned by educational and psychological theory. In reviewing each step of the closed loop, the article delves into the advancements in data collection, exploring how technological progress has expanded data collection methods, particularly focusing on the potential of multimodal data acquisition and how theory can inform this step. The processing and analysis step is thoroughly reviewed, highlighting a range of methods including machine learning and AI, and discussing the critical balance between prediction accuracy and interpretability. The adaptivity and personalization step examines the current state of research, underscoring significant gaps and the necessity for theory-informed, personalized learning interventions. Overall, the article underscores the importance of interdisciplinarity in learning analytics, advocating for the integration of insights from various fields to address challenges such as ethical data usage and the creation of quality learning experiences. This framework and review aim to guide future research and practice in learning analytics, promoting the development of effective, learner-centric educational environments driven by balancing data-driven insights and theoretical understanding.",,Michael Sailer and Manuel Ninaus and Stefan E. Huber and Elisabeth Bauer and Samuel Greiff,,https://doi.org/10.1016/j.chb.2024.108305,,,,0747-5632,Computers in Human Behavior,"Learning analytics, Multimodal, Artificial intelligence, Education, Adaptivity, Personalization",,,108305,,The End is the Beginning is the End: The closed-loop learning analytics framework,https://www.sciencedirect.com/science/article/pii/S0747563224001730,158,2024
article,LEVIN20111089,"Four-layer framework for combinatorial optimization problems/models domain is suggested for applied problems structuring and solving: (1) basic combinatorial models and multicriteria decision making problems (e.g., clustering, knapsack problem, multiple choice problem, multicriteria ranking, assignment/allocation); (2) composite models/procedures (e.g., multicriteria combinatorial problems, morphological clique problem); (3) basic (standard) solving frameworks, e.g.: (i) Hierarchical Morphological Multicriteria Design (HMMD) (ranking, combinatorial synthesis based on morphological clique problem), (ii) multi-stage design (two-level HMMD), (iii) special multi-stage composite framework (clustering, assignment/location, multiple choice problem); and (4) domain-oriented solving frameworks, e.g.: (a) design of modular software, (b) design of test inputs for multi-function system testing, (c) combinatorial planning of medical treatment, (d) design and improvement of communication network topology, (e) multi-stage framework for information retrieval, (f) combinatorial evolution and forecasting of software, devices. The multi-layer approach covers ‘decision cycle’, i.e., problem statement, models, algorithms/procedures, solving schemes, decisions, decision analysis and improvement.",,Mark Sh. Levin,,https://doi.org/10.1016/j.advengsoft.2011.07.013,,,,0965-9978,Advances in Engineering Software,"Problem solving environment, System architecture, Combinatorial optimization, Decision making, Problem structuring, System design",,12,1089-1098,,Four-layer framework for combinatorial optimization problems domain,https://www.sciencedirect.com/science/article/pii/S0965997811002080,42,2011
article,WALSH2017228,"Wise humanising creativity (WHC) is creativity guided by ethical action, meaning it is mindful of its consequences and is empowering, offering far greater shared hope for the future than the competitive mentality that pervades most education systems. Understanding how virtual learning environments (VLEs) can foster WHC is becoming exceedingly important because it problematizes the marketisation of childhood and youth. It also offers new ways of considering educational futures including implications for the theoretical understanding of creativity within VLEs. We report on the theoretical development of the concept of WHC within C2Learn, a three-year project designing a digital gaming environment that provides children and young people with multiple opportunities to engage in co-creativity to foster their WHC. C2Learn is the first time WHC has actively been conceptualised in a digital context. We present our over-arching co-creativity conceptual framework which has been developed to frame the specific kind of co-creativity that is envisaged within C2Learn’s VLE. Drawing on that framework, we present a co-creativity assessment methodology specifically focused on evaluating the presence of WHC. We argue that leveraging WHC within VLEs broadens perspectives on the purposes of education, as this ethically framed creativity foregrounds the role of values in generating fundamental small-scale creative change through ‘journeys of becoming’ that have the potential to generate ‘quiet revolutions’ or small cumulative, incremental changes over time which are meaningful to a particular community.",,Chris Walsh and Kerry Chappell and Anna Craft,,https://doi.org/10.1016/j.tsc.2017.01.001,,,,1871-1871,Thinking Skills and Creativity,"Creativity, Wise humanising creativity (WHC), CLearn, Co-creativity, Gameful learning design (GLD)",,,228-241,,A co-creativity theoretical framework to foster and evaluate the presence of wise humanising creativity in virtual learning environments (VLEs),https://www.sciencedirect.com/science/article/pii/S1871187117300056,24,2017
article,KUMAR2020108,"This round table article discusses the main aspects of analytics education that are necessary to provide the required knowledge and skills to excel in the field of analytics. Analytics education is an interdisciplinary education domain that seeks to develop an interactive problem-solving approach by merging the theoretical knowledge of learning with the data, and by working on real life data in order to drive innovation. The panel discussion report in the latter part of the article describes the key findings and best practices required for analytics education. It is important that an ecosystem be developed with a focus on educating students and working professionals who can demonstrate the knowledge and capability to solve real world problems in this field. We believe that analytics leaders need to continuously refine the analytics curriculum to align with the needs of the users.",,U. Dinesh Kumar,,https://doi.org/10.1016/j.iimb.2019.10.014,,,,0970-3896,IIMB Management Review,"Analytics education, Data analytics, Business intelligence, Technical skills, Analytical skills, Curriculum, Indian education ecosystem, Academia-industry interaction",,1,108-117,,Analytics education,https://www.sciencedirect.com/science/article/pii/S0970389619301466,32,2020
article,ERNSTSLAVIT20171,Using ethnographic and sociolinguistic perspectives the authors examined the quality and quantity of questions asked by one teacher in a diverse fourth grade classroom with a large number of emergent bilinguals and low-income students during a six-week science unit in a school located in the Pacific Northwest of the United States. This study illustrates how teacher questions played a pivotal role in facilitating students’ access to both the content and the genre specific language of science.,,Gisela Ernst-Slavit and Kristen L. Pratt,,https://doi.org/10.1016/j.linged.2017.05.005,,,,0898-5898,Linguistics and Education,"Classroom discourse, Teacher questions, Emergent bilinguals, Science instruction, English language learners, NGSS",,,1-10,,Teacher questions: Learning the discourse of science in a linguistically diverse elementary classroom,https://www.sciencedirect.com/science/article/pii/S0898589817301845,40,2017
article,LAVI2021101002,"21st century skills are essential for career readiness. We investigated the development of students’ 21st century skills at a science, technology, engineering, and mathematics (STEM) research university: Technion – Israel Institute of Technology. We designed a self-reporting questionnaire covering 14 skills and deployed it to approximately 1500 students and alumni. Respondents were asked to rate each skill based on the degree to which it was developed during their studies. Domain-general skills scored higher than STEM-specific skills or soft (interpersonal) skills, whereas STEM-specific skills scored higher than soft skills. Content analysis revealed nine methods of teaching and learning through which skills developed. The four active methods had a small effect on domain-general skills, while the five passive methods had a medium-to-large effect on these skills. Active methods had a medium-size effect on both STEM-specific and soft skills, whereas passive methods had no effect on either group. Our contribution lies in identifying and matching methods to skills.",,Rea Lavi and Marina Tal and Yehudit Judy Dori,,https://doi.org/10.1016/j.stueduc.2021.101002,,,,0191-491X,Studies in Educational Evaluation,"21st century skills, Evaluation methods, Teaching and learning, Methods, Student evaluation, Higher education",,,101002,,Perceptions of STEM alumni and students on developing 21st century skills through methods of teaching and learning,https://www.sciencedirect.com/science/article/pii/S0191491X21000286,70,2021
article,MACIASMACIAS2023106909,"Speech imagery has been successfully employed in developing Brain–Computer Interfaces because it is a novel mental strategy that generates brain activity more intuitively than evoked potentials or motor imagery. There are many methods to analyze speech imagery signals, but those based on deep neural networks achieve the best results. However, more research is necessary to understand the properties and features that describe imagined phonemes and words. In this paper, we analyze the statistical properties of speech imagery EEG signals from the KaraOne dataset to design a method that classifies imagined phonemes and words. With this analysis, we propose a Capsule Neural Network that categorizes speech imagery patterns into bilabial, nasal, consonant-vocal, and vowels/iy/ and/uw/. The method is called Capsules for Speech Imagery Analysis (CapsK-SI). The input of CapsK-SI is a set of statistical features of EEG speech imagery signals. The architecture of the Capsule Neural Network is composed of a convolution layer, a primary capsule layer, and a class capsule layer. The average accuracy reached is 90.88%±7 for bilabial, 90.15%±8 for nasal, 94.02%±6 for consonant–vowel, 89.70%±8 for word-phoneme, 94.33%± for/iy/ vowel and, 94.21%±3 for/uw/ vowel detection. Finally, with the activity vectors of the CapsK-SI capsules, we generated brain maps to represent brain activity in the production of bilabial, nasal, and consonant-vocal signals.",,José M. Macías-Macías and Juan A. Ramírez-Quintana and Mario I. Chacón-Murguía and Alejandro A. Torres-García and Luis F. Corral-Martínez,,https://doi.org/10.1016/j.compbiomed.2023.106909,,,,0010-4825,Computers in Biology and Medicine,"Deep capsule neural network, Speech imagery, EEG signal processing, Brain–Computer Interface",,,106909,,Interpretation of a deep analysis of speech imagery features extracted by a capsule neural network,https://www.sciencedirect.com/science/article/pii/S0010482523003748,159,2023
incollection,MILLER2023117,"The Next Generation Science Standards (NGSS) present a challenge for teaching and learning that aligns with three-dimensional learning, the integration of core science ideas, crosscutting concepts and scientific and engineering practices. This study describes the 3-year design-based research project to develop, implement, test and redesign teacher facing and student facing materials across 21 classrooms, that use a Project-based Learning context to support the development of the NGSS. After three cycles of implementation, evaluation and revision, the Multiple Literacies in Project-based Learning curriculum demonstrated how authentic, rigorous and supported contexts for teachers can foster upper elementary students' development of all three dimensional of the NGSS through the PBL features of meaningful driving questions, collaboration, focus on learning goals, and physical artifacts.",Oxford,Emily Adah Miller and Samuel Severance and Joseph Krajcik,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.13041-6,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,"Next generation science standards, Project-based learning, Elementary science education, Design- based learning, Conjecture mapping",,,117-130,Elsevier,Aligning PBL with the NGSS: What do the NGSS offer PBL?,https://www.sciencedirect.com/science/article/pii/B9780128186305130416,,2023
article,WANG2018401,"With the rapid advancement of internet and information technology, Students’ lifelong learning and independent learning is becoming more and more important. This paper mainly introduces the “three-in-one"" three-dimensional classroom construction, which dim the time nodes between ""on-class"" and ""off-class"". It makes the teaching activities in various novel ways. It not only make the student learn and earn, but also can inspire the students’ enthusiasm. The assessments of more than 500 undergraduates and hundreds of teachers in China have approved its effectiveness. The practice has proved that the construction of ""trinity"" three-dimensional classroom is effective and feasible.",,Ning Wang and Aihong Li,,https://doi.org/10.1016/j.procs.2018.10.263,,,,1877-0509,Procedia Computer Science,"Trinity, Extenics, Lifelong learning, Independent learning, Three-dimensional classroom",6th International Conference on Information Technology and Quantitative Management,,401-407,,"Construction of ""Trinity"" three-dimensional Classroom",https://www.sciencedirect.com/science/article/pii/S1877050918319331,139,2018
article,LAURIE2022100384,"Autistic children are thought to develop social attention skills differently from non-autistic children. Previous work has shown that technology, and specifically tangible toys, could have the potential to support social attention in autistic children. A key challenge is knowing how to design and use interactive and intelligent technologies to support interaction in autistic children, given the heterogeneity in levels of social motivation, social development, and interest in digital technologies. To address this challenge, we examined in detail the interaction between digital features and autistic children’s joint engagement in a real-world setting, exploring the impact of tangible constraints in fostering social interaction. The current study observed autistic children (aged between 12 and 15 years) playing with a digital robotic toy and a non-digital counterpart, and measured social attention and engagement during free play. The results showed that increased and higher levels of joint attention when children had to share a toy between them, on both digital and non-digital interfaces. We found that autistic children individually vary in their propensity to engage in social interactions, as well as their responses to digital features. This work contributes to a growing area of evidence that tangible and smart technologies can create social opportunities for autistic children.",,Margaret H. Laurie and Andrew Manches and Sue Fletcher-Watson,,https://doi.org/10.1016/j.ijcci.2021.100384,,,,2212-8689,International Journal of Child-Computer Interaction,"Autism, Social play, Joint engagement, Technology, Robotics, Collaboration",,,100384,,The role of robotic toys in shaping play and joint engagement in autistic children: Implications for future design,https://www.sciencedirect.com/science/article/pii/S2212868921000830,32,2022
article,DESORDI2022100659,"Studies associated with critical analyses of entrepreneurship education (EE) highlight the predominance of literatures that focus closely on the positive aspects of entrepreneurship. This can lead to cognitive bias, resulting in students developing more favorable and even enthusiastic perceptions of entrepreneurial action. To reduce this information asymmetry, the intention of this study was to identify and classify the diversity of negative aspects resulting from unsuccessful entrepreneurial action. To this end, we applied the content analysis technique to the transcripts of interviews with former entrepreneurs and stakeholders associated with entrepreneurial action, in addition to the texts of articles from important journals of Entrepreneurship and Small Business identified through a scope literature review. The findings indicate that unsuccessful entrepreneurial action can result in several negative effects for the entrepreneur, both subjectively (psychological and social aspects - dark side) and objectively (material aspects - downside). The study also identified several negative effects that impact other individuals and society (destructive side). The literature review and interaction with former entrepreneurs and professionals who work with entrepreneurs showed 38 negative aspects in the three dimensions known as “Triple Ds” (dark, destructive and downside). A taxonomy tree was developed that integrates these different types and subtypes, as well as software (https://thetripleds.com/) that makes these contents available. These resources can be used by EE professors, managers and technicians of agencies that support entrepreneurs to raise the awareness of potential entrepreneurs regarding the various risks associated with entrepreneurial action.",,José Osvaldo {De Sordi} and André {Rodrigues dos Santos} and Marcia Carvalho de Azevedo and Carlos Francisco Bitencourt Jorge and Marco Hashimoto,,https://doi.org/10.1016/j.ijme.2022.100659,,,,1472-8117,The International Journal of Management Education,"Entrepreneurship, Failure, Dark side, Downside, Destructive side",,3,100659,,"Dark, down, and destructive side of entrepreneurship: Unveiling negative aspects of unsuccessful entrepreneurial action",https://www.sciencedirect.com/science/article/pii/S1472811722000611,20,2022
