ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,series,title,url,volume,year
incollection,2022xxxi,,,,Biosignal Processing and Classification Using Computational Learning and Intelligence,https://doi.org/10.1016/B978-0-12-820125-1.00007-5,,Alejandro A. Torres-García and Carlos A. Reyes-García and Luis Villaseñor-Pineda and Omar Mendoza-Montoya,978-0-12-820125-1,,,,,,xxxi-xxxii,Academic Press,,About the authors,https://www.sciencedirect.com/science/article/pii/B9780128201251000075,,2022
article,MIKOLAJCZYK2018172,"Undoubtedly mobile devices are gaining more and more popularity. However, the breakthrough in mobile applications is yet to be followed by a breakthrough in manufacturing industry. The paper presents a new methodology for application development on the Android platform in MIT App Inventor bookmarks. The research method consists in an algorithm and application design. Also it was presented an example of an elaborate program SpeedCalc for the lathe spindle speed selection for the determined value of cutting speed in relation to the diameter of the work piece. The program can be used with a mobile phone or tablet.",,Tadeusz Mikolajczyk and Hu Fuwen and Liviu Moldovan and Andres Bustillo and Maciej Matuszewski and Krzysztof Nowicki,,https://doi.org/10.1016/j.promfg.2018.03.027,,,,2351-9789,Procedia Manufacturing,"Android, MIT inventor, machining parameters, mobile application","11th International Conference Interdisciplinarity in Engineering, INTER-ENG 2017, 5-6 October 2017, Tirgu Mures, Romania",,172-179,,,Selection of machining parameters with Android application made using MIT App Inventor bookmarks,https://www.sciencedirect.com/science/article/pii/S2351978918303214,22,2018
article,NACHEGA2023e185,"Summary
Recurrent disease outbreaks caused by a range of emerging and resurging pathogens over the past decade reveal major gaps in public health preparedness, detection, and response systems in Africa. Underlying causes of recurrent disease outbreaks include inadequacies in the detection of new infectious disease outbreaks in the community, in rapid pathogen identification, and in proactive surveillance systems. In sub-Saharan Africa, where 70% of zoonotic outbreaks occur, there remains the perennial risk of outbreaks of new or re-emerging pathogens for which no vaccines or treatments are available. As the Ebola virus disease, COVID-19, and mpox (formerly known as monkeypox) outbreaks highlight, a major paradigm shift is required to establish an effective infrastructure and common frameworks for preparedness and to prompt national and regional public health responses to mitigate the effects of future pandemics in Africa.",,Jean B Nachega and Sabin Nsanzimana and Angeli Rawat and Lindsay A Wilson and Philip J Rosenthal and Mark J Siedner and Jay K Varma and Peter H Kilmarx and Leon Mutesa and Marcel Tanner and Agnes Binagwaho and Jamie Forrest and Placide Mbala-Kingebeni and Jean-Jacques Muyembe-Tamfum and Francine Ntoumi and Alimuddin Zumla and Tulio {de Oliveira} and Edward J Mills,,https://doi.org/10.1016/S1473-3099(22)00723-X,,,,1473-3099,The Lancet Infectious Diseases,,,5,e185-e189,,,Advancing detection and response capacities for emerging and re-emerging pathogens in Africa,https://www.sciencedirect.com/science/article/pii/S147330992200723X,23,2023
article,PIMDEE2024e29172,"The study aimed to develop a learning model that enhances Thai student-teacher problem-solving skills (PSS) and academic achievement (AA) through a blended problem-based learning (PBL) approach in online flipped classrooms. Phase 1 consisted of the design of the Flipped PARSER (problem-attempt-research-solutions-evaluation-reflect) Model (FPM) through the study of documentation and research. Phase 2 involved using nine experts to assist with the model's development and evaluation using in-depth interviews and content analysis. Phase 3 involved the application and use of the FPM by 30 student-teachers, from which their AA, PSS, and satisfaction were evaluated against the control group of 31 participants. The results from the nine experts' input on the FPM design were significant. Instructor activities included selecting content, media, materials, and their design and development. Other components included learning activities, tools, lesson delivery, and evaluation. Also, PBL methods were again confirmed as an instrumental pedagogy in teaching PSS. When combined with online learning and flipped classrooms, the study's results were higher than those using traditional classroom methods. The study contributes to the literature by determining that online teaching models effectively teach PSS and raise AA scores.",,Paitoon Pimdee and Aukkapong Sukkamart and Cherisa Nantha and Thiyaporn Kantathanawat and Punnee Leekitchwatana,,https://doi.org/10.1016/j.heliyon.2024.e29172,,,,2405-8440,Heliyon,"Academic achievement, Blended learning, Online flipped classroom, Problem-solving skills, Student-teachers, Thailand",,7,e29172,,,Enhancing Thai student-teacher problem-solving skills and academic achievement through a blended problem-based learning approach in online flipped classrooms,https://www.sciencedirect.com/science/article/pii/S2405844024052034,10,2024
article,LACHNEY2023100591,"In this paper we build on a conceptual framing of computational empowerment that seeks to provide alternative endpoints for computer science (CS) education beyond degree attainment and job placement. But, as opposed to a teleological framing that prioritizes ends, we propose using the metaphor of trading zones to construct a framing for computational empowerment that is based on collaborative multi-directional exchanges of resources and knowledge between people with different expertise. This leaves the co-design and implementation of CS education open to emergent directions and possibilities. Using a descriptive case study methodology, we detail trading zones in two different co-design projects that sought to situate CS education in relationship to cultural contexts through multi-directional exchanges of resources and knowledge: (1) a co-design project in a youth boxing gym with coaches, mentors, and staff; (2) a co-design project in a high school barbering program with a barbering instructor and barbering students. Our findings show that the metaphor is useful for the concept of computational empowerment in ways that are reflexive and interventionist.",,Michael Lachney and Aman Yadav,,https://doi.org/10.1016/j.ijcci.2023.100591,,,,2212-8689,International Journal of Child-Computer Interaction,"Computational empowerment, Trading zones, Computer science education, Co-design, Physical computing, Visual programming",,,100591,,,From endpoints to trading zones: Multi-directional exchange for computational empowerment in computer science education,https://www.sciencedirect.com/science/article/pii/S2212868923000284,37,2023
article,LEONE2021103650,"The “Industry 4.0” production scenarios are determining a paradigm shift in the design of building components. The growing trend of orienting technological innovation in the building sector towards the eco-efficiency of industrial manufacturing processes increasingly requires to identify methods and tools able to support the design/manufacturing/construction process as a whole. In this sense, the intellectual and operational dimension of design is discovering a new digital and data-driven technological paradigm. Digital tools are pushing the investigation of the building component manufacturing process into an increasingly virtual dimension, in which the constant integration between environmental and material/geometric parameters identifies the meta-design phase as the “ideal place” to experiment the creative use of data and technical knowledge. Starting from these assumptions, the paper illustrates an original design methodology and the related digital/parametric workflow aimed at optimizing performances and production of a façade shading system realized in UHPFRC (Ultra High-Performance Fiber Reinforced Concrete). The workflow described in this paper includes all the constraints arising from production and the assembly aspects of the components and, with the support of genetic algorithms, aims to improve indoor thermal comfort and indoor daylight performance while containing costs.",,Mattia Federico Leone and Giovanni Nocerino,,https://doi.org/10.1016/j.autcon.2021.103650,,,,0926-5805,Automation in Construction,"Parametric design, Digital manufacturing, Industry 4.0, Ultra High-Performance Fiber Reinforced Concrete, Visual Programming Language (VPL), Façade shading system, Energy efficiency and daylighting",,,103650,,,Advanced modelling and digital manufacturing: Parametric design tools for the optimization of UHPFRC (ultra high-performance Fiber reinforced concrete) shading panels,https://www.sciencedirect.com/science/article/pii/S0926580521001011,126,2021
article,GOOD201778,"Given the current focus on teaching computational concepts to all from an early age, combined with the growing trend to empower end users to become producers of technology rather than mere consumers, we consider the issue of “computational notation”. Specifically, where the goal is to help individuals develop their understanding of computation and/or use computation in real world settings, we question whether natural language might be a preferred notation to traditional programming languages, given its familiarity and ubiquity. We describe three empirical studies investigating the use of natural language for computation in which we found that although natural language provides support for understanding computational concepts, it introduces additional difficulties when used for coding. We distilled our findings into a set of design guidelines for novice programming environments which consider the ways in which different notations, including natural language, can best support the various activities that comprise programming. These guidelines were embodied in Flip, a bi-modal programming language used in conjunction with the Electron toolset, which allows young people to create their own commercial quality, narrative based role- playing games. Two empirical studies on the use of Flip in three different real world contexts considered the extent to which the design guidelines support ease of use and an understanding of computation. The guidelines have potential to be of use both in analysing the use of natural language in existing novice programming environments, and in the design of new ones.",,Judith Good and Kate Howland,,https://doi.org/10.1016/j.jvlc.2016.10.008,,,,1045-926X,Journal of Visual Languages & Computing,"Novice programming languages, Natural language, Design, Empirical evaluation",Special Issue on Programming and Modelling Tools,,78-92,,,"Programming language, natural language? Supporting the diverse computational activities of novice programmers",https://www.sciencedirect.com/science/article/pii/S1045926X16301963,39,2017
article,HORVATH2024593,"In this paper we present a research-through-design study where we employed text-to-text, text-to-image, and image-to-image generative tools for a conceptual architecture project for the eVolo skyscraper competition. We trained these algorithms on a dataset that we collected and curated, consisting of texts about and images of architecture. We describe our design process, present the final proposal, reflect on the usefulness of such tools for early-stage design, and discuss implications for future research and practice. By analysing the results from training the text-to-text generators we could establish a specific design brief that informed the final concept. The results from the image-to-image generator gave an overview of the shape grammars of previous submissions. All results were intriguing and can assist creativity and in this way, the tools were useful for gaining insight into historical architectural data, helped shape a specific design brief, and provoked new ideas. By reflecting on our design process, we argue that the use of language when employing such tools takes a new role and that three layers of language intertwined in our work: architectural discourse, programming languages, and annotations. We present a map that unfolds how these layers came together as a contribution to making machine learning more explainable for creatives.",,Anca-Simona Horvath and Panagiota Pouliou,,https://doi.org/10.1016/j.foar.2024.02.006,,,,2095-2635,Frontiers of Architectural Research,"Machine learning, StyleGAN2-ADA, RNN TensorFlow, VQGAN + clip, AD journal, eVolo, Conceptual design, Architectural design",,3,593-612,,,"AI for conceptual architecture: Reflections on designing with text-to-text, text-to-image, and image-to-image generators",https://www.sciencedirect.com/science/article/pii/S2095263524000256,13,2024
article,NYONI2022100434,"Background
There is an alarming trend in sub-Saharan Africa in the use of codeine-containing pharmaceuticals, but its risk of common comorbidities, such as mental health, remains unquantified at a national-level. We investigated the relationship between codeine use and onset of depression in South Africa at a population-level.
Methods
We used nationally representative panel data from the South Africa National Income Dynamic Study to investigate the relationship between exposure to codeine use in the community (i.e. residing in a codeine hotspot) and onset of depression. Geographical hotspots of codeine use were identified using Kulldorff spatial scan statistic in SaTScan. We quantified depression onset at Wave 5 (year 2017) between individuals residing inside and outside a codeine hotspot who were depression-free at enrolment (Wave 4: 2015) using generalised estimating equation (GEE) regression models.
Results
We identified four statistically significant hotspots of codeine use, mostly located at the northern part of the country. Among 13,020 participants who were depression-free at enrolment, residing within a codeine use hotspot was significantly associated with higher subsequent onset of depression (aRR=1.21, 95% CI:1.08-1.44).
Limitations
Data on diagnosis of depressive disorder were not available.
Conclusion
South Africa, a resource scarce nation with chronically limited mental health services, is not spared from the global opioid epidemic and its impact on depression. Targeted scale-up access to agonist therapy to effectively treat (opioid) addiction in communities at risk for high exposure to codeine use could reduce the risk of subsequent mental health challenges.",,Princess Nyoni and Diego F. Cuadros and Andrew Gibbs and Frank Tanser and Rob Slotow and Jonathan K Burns and Andrew Tomita,,https://doi.org/10.1016/j.jadr.2022.100434,,,,2666-9153,Journal of Affective Disorders Reports,,,,100434,,,Spatial clustering of codeine use and its association with depression: a geospatial analysis of nationally representative South African data,https://www.sciencedirect.com/science/article/pii/S2666915322001263,10,2022
article,GENNARI2023103006,"Digital well-being traditionally means limiting the effects on individuals of technology abuses. However, in a broader perspective, it can be crucial to consider the pervasiveness of technology, and the effect it can have not only on individuals but also on their peers in the context of diverse everyday-life situations. Within this view, which emphasises the social side of digital well-being, the paper argues the need of educating young generations to participate in the making of technology for a social goal and have a reflective attitude towards technology and its impact on society. It, therefore, presents a design toolkit as a means to (i) engage young generations to become active in design for social digital well-being and, thanks to the exposure to how technology works, (ii) reflect deeply on the pros and cons of technology in use in their everyday life. By presenting the results of a study with 24 high-school pupils and their teachers, the paper discusses how a phygital toolkit, which structures the design process, engages them in the rapid prototyping of their own smart things, and how it acts as a proxy for soliciting their own reflections around technology and social digital well-being.",,Rosella Gennari and Maristella Matera and Diego Morra and Alessandra Melonio and Mehdi Rizvi,,https://doi.org/10.1016/j.ijhcs.2023.103006,,,,1071-5819,International Journal of Human-Computer Studies,"Digital well-being, Social digital well-being, Responsible design, Smart-thing design, Toolkit",,,103006,,,Design for social digital well-being with young generations: Engage them and make them reflect,https://www.sciencedirect.com/science/article/pii/S1071581923000125,173,2023
article,WERNLI2023102096,"While the study of global governance is moving from a focus on component-dominated to interaction-dominated systems, the present paper reviews development in governance theories from a complexity perspective and discuss how governance systems can be represented in terms of multi-layered networks. Such representation is useful to foster interdisciplinary collaborations between researchers working in global governance/international relations and data science/computational science. The combination of a data-driven approach with computational modelling paves the way to both contribute to a more fundamental understanding of how multilateral governance systems work and to address some important contemporary questions about institutional complexity and the effectiveness of governance design.",,Didier Wernli,,https://doi.org/10.1016/j.jocs.2023.102096,,,,1877-7503,Journal of Computational Science,"Institutional complexity, Computational science, Data science, Multilateral diplomacy, Governance, Complex adaptive systems, Multi-layered network, United Nations, International organizations",,,102096,,,Fostering interdisciplinary collaboration in computational diplomacy: A multi-layered network approach to improve our understanding of institutional complexity and effective governance design,https://www.sciencedirect.com/science/article/pii/S1877750323001564,72,2023
incollection,KOCH2021451,,,Louisa Koch,Preparing a Workforce for the New Blue Economy,https://doi.org/10.1016/B978-0-12-821431-2.02027-8,,Liesl Hotaling and Richard W. Spinrad,978-0-12-821431-2,,,,,,451-455,Elsevier,,OP/ED: How to prepare the workforce for the new blue economy?,https://www.sciencedirect.com/science/article/pii/B9780128214312020278,,2021
article,SIMOESGOMES201877,"The inclusion of programming topics in the initial grades of school gives rise to debates about the best ways to teach these contents. Programmable toys, activities with physical materials and various games are some of the resources available. Amongst those, digital games possess important elements for learning programming, such as incremental challenges, personalised immediate feedback, and visualisation of the consequences of errors. In this work, we explore the results of an experience based on digital games for teaching programming concepts to young children. Our aim was to investigate how such concepts are presented in the games’ interface and what is the impact of the interaction elements on children’s comprehension. This work took place in Informatics classes of a Brazilian school, with 42 students aged 5 to 7 years. Data were collected through participant observation, and semi-structured and unstructured interviews, focusing on the main difficulties faced by the children when interacting with the games. Topics, skills and competences were considered according to the syllabus proposed by Computing at School, and encompassed sequences of instructions, repetition loops and conditionals. Results indicate a satisfactory understanding of sequences of instructions and conditionals, but also show challenges with respect to graphical symbols, text and interaction elements identified as hard to understand for the children, making the support of an adult fundamental. Another critical point was the comprehension of the concept of repetition, which made the use of complementary approaches necessary, in particular unplugged playful activities. This shows that despite the increasing number of available digital games that involve programming basics, good solutions for conveying the main concepts to young children have not yet been found, demanding further investigation, possibly towards structured hybrid approaches combining digital games and unplugged activities.",,Tancicleide Carina {Simões Gomes} and Taciana {Pontual Falcão} and Patrícia {Cabral de Azevedo Restelli Tedesco},,https://doi.org/10.1016/j.ijcci.2017.12.005,,,,2212-8689,International Journal of Child-Computer Interaction,"Digital games, Young children, Programming, Child-game interaction",,,77-84,,,Exploring an approach based on digital games for teaching programming concepts to young children,https://www.sciencedirect.com/science/article/pii/S2212868917300338,16,2018
article,MALINVERNI2021100305,"Educational robotics has become each time more present in the educational experiences of children and young people. Nonetheless, often, the way in which robotics is introduced in educational settings has been considered as unnecessarily narrow. The paper aims at widening the scope of Educational Robotics and expanding the pedagogical possibilities of this field. To this end, the paper draws on the outcomes of two case studies carried out with primary and secondary school children aimed at investigating their views about robots. These studies allow framing and identifying five themes we believe are particularly relevant to rethink the pedagogy of Educational Robotics. Using these themes as cornerstones for reflection, we delineate a set of dimensions and paths to move Educational Robotics beyond the focus on technical skills but instead explore its potential as a boundary object to involve children in reflective processes around the ethical, social and cultural implications of emerging intelligent technologies.",,Laura Malinverni and Cristina Valero and Marie Monique Schaper and Isabel Garcia {de la Cruz},,https://doi.org/10.1016/j.ijcci.2021.100305,,,,2212-8689,International Journal of Child-Computer Interaction,"Educational robotics, Children, Robots, Boundary object, Intelligent technologies",,,100305,,,Educational Robotics as a boundary object: Towards a research agenda,https://www.sciencedirect.com/science/article/pii/S2212868921000349,29,2021
article,HOYO202285,"This article describes the experience of the Automatic Control, Robotics and Mecha-tronics Research Group from the University of Almería in the participation and preparation of workshops for teaching programming, control engineering and robotics to young students. All the activities designed to encourage the study of STEM careers among young students are described. Some activities are focused on directly promoting Automatics and Robotics disciplines. Others deal with encouraging the participation of women in science, and so, breaking gender inequality. Two main workshops, where first- and second-year students collaborate directly with the University of Almería, are also described in detail. Finally, this paper shows the growth in the number of students who enrolled in engineering degrees thanks to these dissemination activities.",,Á. Hoyo and F.J. Mañas-Álvarez and E. Rodríguez-Miranda and J.D. Gil and M. Castilla and J.L. Guzmán,,https://doi.org/10.1016/j.ifacol.2022.09.229,,,,2405-8963,IFAC-PapersOnLine,"Automatics, control, teaching, robotics, science popularization",13th IFAC Symposium on Advances in Control Education ACE 2022,17,85-90,,,Bringing Automatics and Robotics closer to pre-university students,https://www.sciencedirect.com/science/article/pii/S2405896322014549,55,2022
article,LIN2020103944,"Maker activities are drawing increasing attention in the field of science, technology, engineering and mathematics (STEM) education. Researchers have developed various assessments for maker activities to examine students' learning outcomes. However, a systematic review of research on such assessments is lacking. To fill this gap, we reviewed empirical studies on maker-based assessments in education. We systematically examined 60 studies regarding the overall features of the maker activities, the learning outcomes that were measured, the assessment formats, and the psychometric evidence of the assessments. Our review results indicate that more than 20 types of maker platforms have been employed in the activities, with e-textiles and LilyPad Arduino being the most popular. Five types of assessment tools have been used prevalently to examine students' diverse learning outcomes, specifically artifact assessments, tests, surveys, interviews, and observations. Most assessments are used in STEM-related maker activities, especially technology-centric activities, to measure STEM-related learning outcomes. Only 15% of the studies provide psychometric evidence of reliability and validity for the assessments. Based on the findings, we provide suggestions for future research which include developing more low-tech maker activities for students in lower-grades and with lower technology proficiency. In addition, future studies should improve rubrics for artifact assessment and explore more assessment tools for non-STEM subjects.",,Qiao Lin and Yue Yin and Xiaodan Tang and Roxana Hadad and Xiaoming Zhai,,https://doi.org/10.1016/j.compedu.2020.103944,,,,0360-1315,Computers & Education,"Maker activities, Learning communities, Teaching/learning strategies, Interdisciplinary projects, Evaluation methodologies",,,103944,,,Assessing learning in technology-rich maker activities: A systematic review of empirical research,https://www.sciencedirect.com/science/article/pii/S0360131520301421,157,2020
article,LIU2024101627,"The Geospatial Analytics Extension for KNIME (GAEK) is an innovative tool designed to integrate visual programming with geospatial analytics, streamlining GIS education and research in social sciences. GAEK simplifies access for users with an intuitive, visual interface for complex spatial analysis tasks and contributes to the organization of the GIS Knowledge Tree through its geospatial analytics nodes. This paper discusses GAEK's architecture, functionalities, and its transformative impact on GIS applications. While GAEK significantly enhances user experience and research reproducibility, future updates aim to expand its functionality and optimize its bundled environment.",,Lingbo Liu and Xiaokang Fu and Tobias Kötter and Kevin Sturm and Carsten Haubold and Weihe Wendy Guan and Shuming Bao and Fahui Wang,,https://doi.org/10.1016/j.softx.2023.101627,,,,2352-7110,SoftwareX,"Geospatial analytics, KNIME analytics platform, GIS, Visual programming, Replicability and reproducibility",,,101627,,,Geospatial Analytics Extension for KNIME,https://www.sciencedirect.com/science/article/pii/S2352711023003230,25,2024
article,MANCA2021104025,"Despite the documented number of studies that investigate social media in teaching and learning settings, the topic of social media literacy is still an under-researched area. This study adopts the theoretical lens of New Literacy studies to suggest a combined perspective for investigating social media literacies. This perspective considers both social media skills that are transversal across different social media (global skills), and those that pertain to a specific social media platform (local skills). It examines practices that are decontextualized (literacy as something to be acquired), and those that are situated and context-dependent (literacy through participation). To map current research on social media skills, a systematic literature review was conducted. Analysis of 54 publications was carried out following the UNESCO DLGF framework for digital literacy competencies, and also using a critical lens based on four metaphors whereby, for learning purposes, social media are seen as a tool, as a process, as collaboration, and as participation. The results show that most of the studies consider global social media skills, while only a few examine skills sets specific to a particular social media platform. In addition, most of the identified skills concern decontextualized practices, with very few studies emphasizing the importance of fostering situated social media practices. We conclude that there is a need for more expansive theoretical elaboration in the field, and provide a number of recommendations for investigating, understanding, and designing educational curricula and activities that support the development of social media literacy.",,Stefania Manca and Stefania Bocconi and Benjamin Gleason,,https://doi.org/10.1016/j.compedu.2020.104025,,,,0360-1315,Computers & Education,,,,104025,,,"“Think globally, act locally”: A glocal approach to the development of social media literacy",https://www.sciencedirect.com/science/article/pii/S0360131520302232,160,2021
incollection,PURZER202336,"Engineering entered into pre-college education with a heightened position in the early years of the 21st century. This integration took place in diverse ways and with a diverse range of motivation. This article articulates this diversity and argues for a careful examination of pre-college curriculum and practices in engineering. In particular, an understanding on the engineering philosophy and practices of the engineering profession must guide curriculum decisions to enable authentic and engaging learning and inclusive education.",Oxford,Senay Purzer,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.13020-9,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,"Design reasoning, Teachers as design coaches",,,36-41,Elsevier,,Engineering education,https://www.sciencedirect.com/science/article/pii/B9780128186305130209,,2023
