ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,series,title,url,volume,year
article,CLARKEMIDURA2021100250,"This research explores reference frames and reference frame shifts among young children (ages 5 and 6) as they are learning to program with a commercial coding toy. To date, little is known about reference frames used by young children in toy-based coding. Video recordings of 16 children engaging in two programming tasks were collected. Results from an analysis of 240 min of video data indicate that young children engage in shifts of reference frames when learning to program, however, young children do not have a precise coordination system. The present study proposes two additional reference frames, ProtoEgocentric and ProtoAllocentric, that allow for the consideration of developmental imprecision in children. The most common reference frame shift observed was ProtoAllocentric to ProtoEgocentric, which accounted for 47.4% of all shifts across sites and contexts. Three cases are presented to illustrate reference frame shifts and how children’s developmental imprecision affects their experience.",,Jody Clarke-Midura and Joseph S. Kozlowski and Jessica F. Shumway and Victor R. Lee,,https://doi.org/10.1016/j.ijcci.2021.100250,,,,2212-8689,International Journal of Child-Computer Interaction,"Coding toys, Reference frames, Egocentric, Allocentric, Computer science, Early childhood, Syntonicity",,,100250,,,How young children engage in and shift between reference frames when playing with coding toys,https://www.sciencedirect.com/science/article/pii/S2212868921000027,28,2021
article,AGUAYO2023e19205,"Current global challenges of the 21st century promote STEAM (science, technology, engineering, arts and mathematics) education and digitalization as a means for humans to be the central actors in the construction of a sustainable society that favors a sense of worth and global wellbeing. In this scenario, new educational technology tools and immersive learning affordances (possibilities), offer unprecedented potential for the design of smart and dynamic learning systems and contexts that can enhance learning processes across varied audiences and educational settings. However, current STEAM education practice lacks attention to equipping all citizens with the necessary skills to use digital technologies in an ethical, critical and creative way. This gap calls for attention in design processes, principles and practices that are attentive to ethical considerations and values-based approaches. On the other hand, in its formulation STEAM as an educational approach is framed in four fundamental pillars: creativity, inclusion, citizenship and emerging technologies, which also put attention on the inclusion of disadvantaged and underrepresented social groups during STEAM education design. Following an apparent need to explore ethical and inclusive design in STEAM education, and inspired in the 4E cognition framework, ethical enactivism and embodied and ecosomaesthetics experience design, here we propose a theoretical framework grounded on systems thinking for the design of smart and dynamic STEAM learning systems and settings. The framework is aimed at STEAM educational psychologists, educational technologists, learning designers and educational practitioners who wish to address the global challenges of 21st century education by means of creative, innovative and inclusive education design.",,Claudio Aguayo and Ronnie Videla and Francisco López-Cortés and Sebastián Rossel and Camilo Ibacache,,https://doi.org/10.1016/j.heliyon.2023.e19205,,,,2405-8440,Heliyon,"STEAM, Ethical enactivism, Immersive learning, Systems thinking, Planetary wellbeing",,9,e19205,,,Ethical enactivism for smart and inclusive STEAM learning design,https://www.sciencedirect.com/science/article/pii/S2405844023064137,9,2023
article,AYANWALE2022100099,"The emergence of artificial intelligence (AI) as a subject to be incorporated into K-12 educational levels places new demand on relevant stakeholders, especially teachers that drive the teaching and learning process. It is therefore important to understand how ready teachers are to teach the emerging subject as the success of AI education would probably be closely dependent on the readiness of teachers. As a result, this study presents an insight into factors influencing the behavioural intention and readiness of Nigerian in-service teachers to teach artificial intelligence. A total of 368 teachers, from elementary to high school participated in the study. We utilised quantitative methodology using variance-based structural equation modelling to understand the relationship among the eight variables (AI anxiety, perceived usefulness, AI for social good, Attitude towards using AI, perceived confidence in teaching AI, relevance of AI, AI readiness, and behavioural intention) considered in the study. The result indicated that confidence in teaching AI predicts intention to teach AI while AI relevance strongly predicts readiness to teach AI. While other factors influence the teaching of AI, anxiety and social good could not predict teachers' intention and readiness to implement AI in classrooms respectively. We discussed the implication of our findings in relation to AI implementation in schools and highlight future directions.",,Musa Adekunle Ayanwale and Ismaila Temitayo Sanusi and Owolabi Paul Adelana and Kehinde D. Aruleba and Solomon Sunday Oyelere,,https://doi.org/10.1016/j.caeai.2022.100099,,,,2666-920X,Computers and Education: Artificial Intelligence,"Teaching artificial intelligence, Teacher readiness, Behavioural intention, K-12, Nigerian schools",,,100099,,,Teachers’ readiness and intention to teach artificial intelligence in schools,https://www.sciencedirect.com/science/article/pii/S2666920X22000546,3,2022
article,MOODLEY2022e1855,"Summary
Data sharing in research is fraught with controversy. Academic success is premised on competitive advantage, with research teams protecting their research findings until publication. Research funders, by contrast, often require data sharing. Beyond traditional research and funding requirements, surveillance data have become contentious. Public health emergencies involving pathogens require intense genomic surveillance efforts and call for the rapid sharing of data on the basis of public interest. Under these circumstances, timely sharing of data becomes a matter of scientific integrity. During the COVID-19 pandemic, the transformative potential of genomic pathogen data sharing became obvious and advanced the debate on data sharing. However, when the genomic sequencing data of the omicron (B.1.1.529) variant was shared and announced by scientists in southern Africa, various challenges arose, including travel bans. The scientific, economic, and moral impact was catastrophic. Yet, travel restrictions failed to mitigate the spread of the variant already present in countries outside Africa. Public perceptions of the negative effect of data sharing are detrimental to the willingness of research participants to consent to sharing data in postpandemic research and future pandemics. Global health governance organisations have an important role in developing guidance on responsible sharing of genomic pathogen data in public health emergencies.",,Keymanthri Moodley and Nezerith Cengiz and Aneeka Domingo and Gonasagrie Nair and Adetayo Emmanuel Obasa and Richard John Lessells and Tulio {de Oliveira},,https://doi.org/10.1016/S2214-109X(22)00417-X,,,,2214-109X,The Lancet Global Health,,,12,e1855-e1859,,,Ethics and governance challenges related to genomic data sharing in southern Africa: the case of SARS-CoV-2,https://www.sciencedirect.com/science/article/pii/S2214109X2200417X,10,2022
article,2024100674,,,,,https://doi.org/10.1016/j.ijcci.2024.100674,,,,2212-8689,International Journal of Child-Computer Interaction,,,,100674,,,Erratum regarding missing Declaration of Competing Interest statements in previously published articles,https://www.sciencedirect.com/science/article/pii/S2212868924000424,41,2024
incollection,2023vii,,,,Programming Massively Parallel Processors (Fourth Edition),https://doi.org/10.1016/B978-0-323-91231-0.00030-6,Fourth Edition,Wen-mei W. Hwu and David B. Kirk and Izzat {El Hajj},978-0-323-91231-0,,,,,,vii-xiv,Morgan Kaufmann,,Contents,https://www.sciencedirect.com/science/article/pii/B9780323912310000306,,2023
article,CHOGA202491,"We investigated intra-host genetic evolution using two SARS-CoV-2 isolates from a fully vaccinated (primary schedule x2 doses of AstraZeneca plus a booster of Pfizer), >70-year-old woman with a history of lymphoma and hypertension who presented a SARS-CoV-2 infection for 3 weeks prior to death due to COVID-19. Two full genome sequences were determined from samples taken 13 days apart with both belonging to Pango lineage FL.2: the first detection of this Omicron sub-variant in Botswana. FL.2 is a sub-lineage of XBB.1.9.1. The repertoire of mutations and minority variants in the Spike protein differed between the two time points. Notably, we also observed deletions within the ORF1a and Membrane proteins; both regions are associated with high T-cell epitope density. The internal milieu of immune-suppressed individuals may accelerate SARS-CoV-2 evolution; hence, close monitoring is warranted.",,Wonderful T. Choga and Gobuiwang Khilly {Kurusa (Gasenna)} and James Emmanuel San and Tidimalo Ookame and Irene Gobe and Mohammed Chand and Badisa Phafane and Kedumetse Seru and Patience Matshosi and Boitumelo Zuze and Nokuthula Ndlovu and Teko Matsuru and Dorcas Maruapula and Ontlametse T. Bareng and Kutlo Macheke and Lesego Kuate-Lere and Labapotswe Tlale and Onalethata Lesetedi and Modiri Tau and Mpaphi B. Mbulawa and Pamela Smith-Lawrence and Mogomotsi Matshaba and Roger Shapiro and Joseph Makhema and Darren P. Martin and Tulio {de Oliveira} and Richard J. Lessells and Shahin Lockman and Simani Gaseitsiwe and Sikhulile Moyo,,https://doi.org/10.1016/j.ijid.2023.11.011,,,,1201-9712,International Journal of Infectious Diseases,"SARS-CoV-2, Evolution, FL.2, Immunocompromised, Botswana",,,91-96,,,Rapid dynamic changes of FL.2 variant: A case report of COVID-19 breakthrough infection,https://www.sciencedirect.com/science/article/pii/S1201971223007725,138,2024
article,DELIMA201686,"Abstract:
In this document we describe the development of a remote lab and two user interfaces for teaching programming and fundamentals of robotics using Arduino boards. One of the interfaces uses visual language to make the experience more attractive for those who are beginning their studies. The second interface provides an environment similar to the original Arduino’s one for those users who have some background to use textual programming language. In addition, we present an usability evaluation of the application using visual programming language to obtain a broad feedback mainly in terms of target audience’s acceptance and suggestions for improvements. The environment is still an ongoing work, but it is suitable for courses and workshops, especially for institutions with limited resources.",,João Paulo Cardoso {de Lima} and Lucas Mellos Carlos and José Pedro {Schardosim Simão} and Josiel Pereira and Paulo Manoel Mafra and Juarez Bento {da Silva},,https://doi.org/10.1016/j.ifacol.2016.11.133,,,,2405-8963,IFAC-PapersOnLine,"Remote laboratories, computer programming, educational robotics, visual programming language, Arduino",4th IFAC Symposium on Telematics Applications TA 2016,30,86-91,,,Design and implementation of a remote lab for teaching programming and robotics,https://www.sciencedirect.com/science/article/pii/S2405896316325848,49,2016
article,PIRES2022100382,"Through a set of participatory design (PD) sessions with children with visual impairments and their educators, we understood current practices in maths teaching, and designed a novel system to support learning for this particular educational context. Sixteen children were engaged in 19 PD sessions to develop tangibles and auditory stimuli to represent numbers, and to explore activities to use through a tangible user interface. We describe the context and lessons learned along the PD process with children and educators, and their implications on the design. Two main outputs were derived: iCETA, a multimodal tangible user interface that allows the use of tangible blocks to represent numbers; and, Logarín, an audiogame designed for iCETA that enables mathematical training. We explored the use of iCETA and Logarín during 15 sessions with 11 children with visual impairments. Results indicate that playing Logarín is engaging and capable of promoting their mathematical abilities. This research supports evidence that PD is successful in bringing children and other stakeholders together to design a solution that fits children’s needs and promises educational impact.",,Ana Cristina Pires and Ewelina Bakala and Fernando González-Perilli and Gustavo Sansone and Bruno Fleischer and Sebastián Marichal and Tiago Guerreiro,,https://doi.org/10.1016/j.ijcci.2021.100382,,,,2212-8689,International Journal of Child-Computer Interaction,"Maths, Learning, Children with visual impairments, Tangibles, Participatory design",,,100382,,,Learning maths with a tangible user interface: Lessons learned through participatory design with children with visual impairments and their educators,https://www.sciencedirect.com/science/article/pii/S2212868921000829,32,2022
article,LAUTENBACHER2024129583,"This study delves into the efficacy of the Petz recovery map within the context of two paradigmatic quantum channels: dephasing and amplitude-damping. While prior investigations have predominantly focused on qubits, our research extends this inquiry to higher-dimensional systems. We introduce a novel, state-independent framework based on the Choi-Jamiołkowski isomorphism to evaluate the performance of the Petz map. By analyzing different channels and the (non-)unital nature of these processes, we emphasize the pivotal role of the reference state selection in determining the map's effectiveness. Furthermore, our analysis underscores the considerable impact of suboptimal choices on performance, prompting a broader consideration of factors such as system dimensionality.",,Lea Lautenbacher and Vinayak Jagadish and Francesco Petruccione and Nadja K. Bernardes,,https://doi.org/10.1016/j.physleta.2024.129583,,,,0375-9601,Physics Letters A,"Petz recovery map, Qudit channels, Non-unital maps",,,129583,,,Petz recovery maps for qudit quantum channels,https://www.sciencedirect.com/science/article/pii/S0375960124002779,512,2024
article,GIOVANETTI2022,"Despite the considerable morbidity and mortality of arboviral infections in Brazil, such as Zika, chikungunya, dengue fever, and yellow fever, our understanding of these outbreaks is hampered by the limited availability of genomic data to track and control the epidemic. In this study, we provide a retrospective reconstruction of the Zika virus transmission dynamics in the state of Goiás by analyzing genomic data from areas in Midwest Brazil not covered by other previous studies.
ABSTRACT
Since the introduction of the Zika virus (ZIKV) into Brazil in 2015, its transmission dynamics have been intensively studied in many parts of the country, although much is still unknown about its circulation in the midwestern states. Here, using nanopore technology, we obtained 23 novel partial and near-complete ZIKV genomes from the state of Goiás, located in the Midwest of Brazil. Genomic, phylogenetic, and epidemiological approaches were used to retrospectively explore the spatiotemporal evolution of the ZIKV-Asian genotype in this region. As a likely consequence of a gradual accumulation of herd immunity, epidemiological data revealed a decline in the number of reported cases over 2018 to 2021. Phylogenetic reconstructions revealed that multiple independent introductions of the Asian lineage have occurred in Goiás over time and revealed a complex transmission dynamic between epidemic seasons. Together, our results highlight the utility of genomic, epidemiological, and evolutionary methods to understand mosquito-borne epidemics.
IMPORTANCE Despite the considerable morbidity and mortality of arboviral infections in Brazil, such as Zika, chikungunya, dengue fever, and yellow fever, our understanding of these outbreaks is hampered by the limited availability of genomic data to track and control the epidemic. In this study, we provide a retrospective reconstruction of the Zika virus transmission dynamics in the state of Goiás by analyzing genomic data from areas in Midwest Brazil not covered by other previous studies. Our study provides an understanding of how ZIKV initiates transmission in this region and reveals a complex transmission dynamic between epidemic seasons. Together, our results highlight the utility of genomic, epidemiological, and evolutionary methods to understand mosquito-borne epidemics, revealing how this toolkit can be used to help policymakers prioritize areas to be targeted, especially in the context of finite public health resources.",,Marta Giovanetti and Luiz Augusto Pereira and Talita Émile Ribeiro Adelino and Vagner Fonseca and Joilson Xavier and Allison {de Araújo Fabri} and Svetoslav Nanev Slavov and Poliana {da Silva Lemos} and William {de Almeida Marques} and Simone Kashima and José Lourenço and Tulio {de Oliveira} and Carlos Frederico {Campelo de Albuquerque} and Carla Freitas and Cassio Roberto Leonel Peterka and Rivaldo Venancio {da Cunha} and Ana Flávia Mendonça and Vinícius {Lemes da Silva} and Luiz Carlos Junior Alcantara and Tino Polen,,https://doi.org/10.1128/spectrum.00155-22,,,,2165-0497,Microbiology Spectrum,"Zika virus, Asian lineage, Midwest Brazil, genomic epidemiology",,2,,,,A Retrospective Overview of Zika Virus Evolution in the Midwest of Brazil,https://www.sciencedirect.com/science/article/pii/S2165049722002062,10,2022
article,KONG2021104267,"Programming is perceived to be an indispensable type of literacy in the digital era. To effectively promote and implement programming in K–12 education, it is necessary to understand school principals' perception of programming education. This study adopted a mixed methods design to explain principals’ understanding, expectations, and support for programming education in primary schools using Theory of Reasoned Action (TRA). In study 1, survey questionnaires were distributed to all principals from public primary schools in Hong Kong. Two hundred and sixty-six principals responded to the survey (response rate = 55.6%). In study 2, a follow-up interview study with 13 principals was conducted to further explore their perception of programming education. The results of study 1 indicated that principals with a better understanding of programming education tend to have clearer expectations of how to implement programming education in their schools, which consequently leads to greater support for the implementation of programming education. In study 2, the thematic analysis further supported the results obtained in study 1. Specifically, the results of study 2 demonstrated that most principals show understanding, expectation, and support for the implementation of programming education, which in turn results in various positive student and teacher outcomes. The results also showed that challenges are inevitable during implementation, principals show capabilities and willingness to adjust their expectation and support to better integrate programming education into their school curricula.",,Siu-Cheung Kong and Yi-Qing Wang,,https://doi.org/10.1016/j.compedu.2021.104267,,,,0360-1315,Computers & Education,"Mixed methods design, Pedagogical issues, Primary school, Programming education, Theory of reasoned action",,,104267,,,Investigating primary school principals’ programming perception and support from the perspective of reasoned action: A mixed methods approach,https://www.sciencedirect.com/science/article/pii/S0360131521001445,172,2021
article,ULAETO2023273,,,David Ulaeto and Alexander Agafonov and Jennifer Burchfield and Lisa Carter and Christian Happi and Robert Jakob and Eva Krpelanova and Krutika Kuppalli and Elliot J Lefkowitz and Matthew R Mauldin and Tulio {de Oliveira} and Bernard Onoja and James Otieno and Andrew Rambaut and Lorenzo Subissi and Adesola Yinka-Ogunleye and Rosamund F Lewis,,https://doi.org/10.1016/S1473-3099(23)00055-5,,,,1473-3099,The Lancet Infectious Diseases,,,3,273-275,,,New nomenclature for mpox (monkeypox) and monkeypox virus clades,https://www.sciencedirect.com/science/article/pii/S1473309923000555,23,2023
article,SAMUELSSON2023100173,"We are rapidly moving into an era where AI and robots are part of everyday interactions in society and education, and there are immense discussions today about current and future technologies. Still, children are often not included in this discussion, while there is much to learn from current uses and children's understandings of AI and robotics. The study is based on a seven-month ethnographical work that details the implementation of a robot in two preschool groups of children aged 1–2 and 3–5 (n = 38). The study descriptively combines a framework for children's play analysis with explorative qualitative child interviews (n = 6) with the 3-5-year-olds to examine how children play with the robot and their thinking about a future with robots and AI. The results show how children's play with robots spans all of Hughes's (2011) sixteen play types and integrates robots into play in ways specific to child-robot interaction. The interviews indicate that children have well-formed knowledge about the current uses of robots and AI and elaborate imaginaries about a future with them, including critical boundaries toward robots and AI agents. The evidence shows emerging ways children relate to these. The potential of including children's actions and voices in the ongoing societal and educational debates on AI is discussed.",,Robin Samuelsson,,https://doi.org/10.1016/j.caeai.2023.100173,,,,2666-920X,Computers and Education: Artificial Intelligence,"Early childhood, Robots, AI, Play, Playful learning, Sociotechnical imaginaries",,,100173,,,A shape of play to come: Exploring children's play and imaginaries with robots and AI,https://www.sciencedirect.com/science/article/pii/S2666920X23000528,5,2023
article,POPAT2019365,"The resurgence of computer programming in the school curriculum brings a promise of preparing students for the future that goes beyond just learning how to code. This study reviewed research to analyse educational outcomes for children learning to code at school. A systematic review was applied to identify relevant articles and a thematic analysis to synthesise the findings. Ten articles were included in the synthesis and an overarching model was developed which depicts the themes. The results demonstrate that although students are learning to code, a range of other educational outcomes can be learnt or practiced through the teaching of coding. These included mathematical problem-solving, critical thinking, social skills, self-management and academic skills. The review also identified the importance of instructional design for developing these educational outcomes through coding.",,Shahira Popat and Louise Starkey,,https://doi.org/10.1016/j.compedu.2018.10.005,,,,0360-1315,Computers & Education,"Coding, Programming, School, Computer, Outcome, Skills",,,365-376,,,Learning to code or coding to learn? A systematic review,https://www.sciencedirect.com/science/article/pii/S0360131518302768,128,2019
incollection,SHEN20231,"This article presents a conceptual review of studies and programs related to interdisciplinary science learning in different boundary-crossing scenarios including within sciences, across STEM, and with non-STEM fields. Specific examples are also included to illuminate the four core interdisciplinary practices, namely, translation, transfer, integration, and transformation, that cut across these interdisciplinary learning contexts. The article also discusses challenges for interdisciplinary science learning and strategies proposed to address these challenges. More empirical studies are called to test the effectiveness of these strategies to facilitate and assess interdisciplinary science learning in different domains and contexts.",Oxford,Ji Shen and Changzhao Wang,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.13030-1,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,"Cross-disciplinary learning, Integrated learning, Interdisciplinary science learning, Interdisciplinary understanding, Interdisciplinary practices, Knowledge integration, Multidisciplinary learning, STEM education, STEAM education",,,1-9,Elsevier,,Interdisciplinary science learning,https://www.sciencedirect.com/science/article/pii/B9780128186305130301,,2023
article,HASENBEIN2022107282,"Immersive virtual reality (IVR) provides great potential to experimentally investigate effects of peers on student learning in class and to strategically deploy virtual peer learners to improve learning. The present study examined how three social-related classroom configurations (i.e., students' position in the classroom, visualization style of virtual avatars, and virtual classmates' performance-related behavior) affect students' visual attention toward information presented in the IVR classroom using a large-scale eye-tracking data set of N = 274 sixth graders. ANOVA results showed that the IVR configurations were systematically associated with differences in learners' visual attention on classmates or the instructional content and their overall gaze distribution in the IVR classroom (Cohen's d ranging from 0.28 to 2.04 for different IVR configurations and gaze features). Gaze-based attention on classmates was negatively related to students' interest in the IVR lesson (d = 0.28); specifically, the more boys were among the observed peers, the lower students' situational self-concept (d = 0.24). In turn, gaze-based attention on the instructional content was positively related to students' performance after the IVR lesson (d = 0.26). Implications for the future use of IVR classrooms in educational research and practice are discussed.",,Lisa Hasenbein and Philipp Stark and Ulrich Trautwein and Anna Carolina Muller Queiroz and Jeremy Bailenson and Jens-Uwe Hahn and Richard Göllner,,https://doi.org/10.1016/j.chb.2022.107282,,,,0747-5632,Computers in Human Behavior,"Immersive virtual reality, Classroom simulation, Peer effects, Visual attention, Network analysis, Eye-tracking",,,107282,,,Learning with simulated virtual classmates: Effects of social-related configurations on students’ visual attention and learning experiences in an immersive virtual reality classroom,https://www.sciencedirect.com/science/article/pii/S0747563222001042,133,2022
article,WANG2024102579,"Artificial intelligence (AI) has led to a shift in modern dance education. Immersive technologies have become increasingly common worldwide, helping educators to improve the quality of dance pedagogy and increase the effectiveness of dance training. The article investigates the ways of using immersive technologies powered by artificial intelligence in dance education. The research explores the theoretical literature on dance education and the use of artificial intelligence in dance education and dance choreography. The scholars examine the impact of innovative technology solutions used in dance pedagogical practice on the development of dance skills in students. The study also discusses the functionality of interactive and multimedia dance teaching systems, including AI-powered virtual mentoring and cognitive simulations of human mind operations. The research analysed the use of virtual reality (VR), augmented reality (AR), and mixed reality (MR) in dance education. This research also focuses on mobile applications used for teaching modern dance. The proposed framework for dance education is based on digital technologies, which help to develop dance skills and improve teaching practices. The scholars conclude that the development and improvement of dance skills are possible only if a teacher combines virtual and real environments in everyday practices. The findings can be used by dance teachers, professional dancers, software developers, and researchers who examine the innovative practices and the application of artificial intelligence in dance education. The ecosystem model reframes thinking about approaches to dance education and can serve as the basis for further development of dance courses and dance style teaching modes.",,Zheng Wang,,https://doi.org/10.1016/j.techsoc.2024.102579,,,,0160-791X,Technology in Society,"Artificial intelligence, Dance education, Dance mobile applications, Educational ecosystem, Immersive technologies, Intelligent action recognition system, Interactive dance training, Virtual, Augmented and mixed reality, Virtual mentoring",,,102579,,,Artificial intelligence in dance education: Using immersive technologies for teaching dance skills,https://www.sciencedirect.com/science/article/pii/S0160791X24001271,77,2024
article,WOLFRAM2020101132,,,Stephen Wolfram,,https://doi.org/10.1016/j.jocs.2020.101132,,,,1877-7503,Journal of Computational Science,,20 years of computational science,,101132,,,What We’ve built Is a computational language (and that’s very important!),https://www.sciencedirect.com/science/article/pii/S1877750320304336,46,2020
article,HOWLAND2015224,"Teaching basic computational concepts and skills to school children is currently a curricular focus in many countries. Running parallel to this trend are advances in programming environments and teaching methods which aim to make computer science more accessible, and more motivating. In this paper, we describe the design and evaluation of Flip, a programming language that aims to help 11–15 year olds develop computational skills through creating their own 3D role-playing games. Flip has two main components: 1) a visual language (based on an interlocking blocks design common to many current visual languages), and 2) a dynamically updating natural language version of the script under creation. This programming-language/natural-language pairing is a unique feature of Flip, designed to allow learners to draw upon their familiarity with natural language to “decode the code”. Flip aims to support young people in developing an understanding of computational concepts as well as the skills to use and communicate these concepts effectively. This paper investigates the extent to which Flip can be used by young people to create working scripts, and examines improvements in their expression of computational rules and concepts after using the tool. We provide an overview of the design and implementation of Flip before describing an evaluation study carried out with 12–13 year olds in a naturalistic setting. Over the course of 8 weeks, the majority of students were able to use Flip to write small programs to bring about interactive behaviours in the games they created. Furthermore, there was a significant improvement in their computational communication after using Flip (as measured by a pre/post-test). An additional finding was that girls wrote more, and more complex, scripts than did boys, and there was a trend for girls to show greater learning gains relative to the boys.",,Kate Howland and Judith Good,,https://doi.org/10.1016/j.compedu.2014.08.014,,,,0360-1315,Computers & Education,"Evaluation of CAL systems, Interactive learning environments, Programming and programming languages, Secondary education",,,224-240,,,Learning to communicate computationally with Flip: A bi-modal programming language for game creation,https://www.sciencedirect.com/science/article/pii/S036013151400195X,80,2015
article,MISHRA2024108508,"Information and communication technologies play a significant role in all aspects of modern society. It has become a subject of high significance in all perspectives, mainly in the workstation. Consequently, the main objective for universities and schools is to develop future specialists for handling the problems and finding the effective outcomes by their digital competency as a significant ability. In higher education institutions, assessing the key drivers of digital transformation is a complicated decision-making problem as the multiple factors are involved in it. To this aim, a novel picture fuzzy information-based decision-making framework is proposed to assess the key drivers of digital transformation in higher education institutions. In this regard, an improved score function is proposed to rank the picture fuzzy numbers. In addition, it is used to determine the weights of decision experts. Next, some generalized Dombi aggregation operators are proposed to aggregate the picture fuzzy information. Further, an integrated criteria weighting model is presented based on the combination of objective weights through standard deviation-based model and subjective weights through pivot pairwise relative criteria importance assessment (PIPRECIA) model in the context of picture fuzzy sets. To rank the alternatives, a picture fuzzy extension of alternative ranking order model accounting for two step normalization (AROMAN) approach is proposed using the score function, Dombi operators and integrated weighting model. The usefulness of the proposed approach is illustrated using a case study of key drivers' assessment of digital transformation in higher education institutions. Sensitivity and comparative analyses are discussed to reveal the consistency, robustness and efficiency of introduced model. This study offers a new decision-making framework, which makes a significant contribution to the key drivers’ assessment process from uncertainty perspective.",,Arunodaya Raj Mishra and Pratibha Rani and Dragan Pamucar and Adel Fahad Alrasheedi and Vladimir Simic,,https://doi.org/10.1016/j.engappai.2024.108508,,,,0952-1976,Engineering Applications of Artificial Intelligence,"Digital transformation, Picture fuzzy sets, Higher education institutions, DSS, PIPRECIA",,,108508,,,An integrated picture fuzzy standard deviation and pivot pairwise assessment method for assessing the drivers of digital transformation in higher education institutions,https://www.sciencedirect.com/science/article/pii/S0952197624006663,133,2024
incollection,ADAMS2024593,"Quantum biology is, most simply, the investigation of quantum effects in biological systems. While all matter is fundamentally quantum, quantum biology focuses on those quantum effects that result in properties of biological scale and relevance. It has long been argued that quantum effects are incompatible with biological systems, due to the likelihood of decoherence. But nature is a surprising and enterprising engineer. In this sense, quantum biology is the study of nature's materials and how they might sustain and enhance quantum effects, even in hot and wet environments. Quantum mechanics was developed in response to seemingly anomalous interactions between light and matter. It seems fitting that a great deal of the progress made in quantum biology in the last few decades has been on the topic of photosynthesis: the interaction of light with living matter. The interaction of electromagnetic radiation with matter is also at the heart of many other topics of quantum biology. This review is a broad overview of the current state of this research. While the underlying quantum effects are often similar—energy and charge transfer, tunnelling, spin dynamics—the biological contexts are varied and continue to grow. These contexts include enzyme catalysis, DNA mutation, receptor binding, photosynthesis, microtubule and mitochondrial function, magnetoreception, regulation of the production of reactive oxygen species, calcium ion storage and release and, potentially, consciousness. While there remain a number of reservations regarding quantum biology, progress made in this regard might further our understanding of both quantum and biological systems. With respect to the latter, advances in understanding biology might also contribute to a better understanding of physiology and the development of new therapeutics. But quantum biology might equally advance our understanding of quantum mechanics, by illustrating what quantum effects could look like in the novel materials out of which living systems are built.",Oxford,Betony Adams and Francesco Petruccione,Encyclopedia of Condensed Matter Physics (Second Edition),https://doi.org/10.1016/B978-0-323-90800-9.00268-7,Second Edition,Tapash Chakraborty,978-0-323-91408-6,,,"Avian migration, Chirality, Coherent energy and charge transfer, Consciousness, DNA, Entanglement, Enzymes, Microtubules, Mitochondria, Nontrivial quantum effects, Photosynthesis, Posner molecules, Quantum biology, Quantum tunnelling, Reactive oxygen species, Receptors, Spin chemistry",,,593-604,Academic Press,,Nature's novel materials: A review of quantum biology,https://www.sciencedirect.com/science/article/pii/B9780323908009002687,,2024
article,UPADHYAY20171055,"The development in the computational artifacts, social media, and network infrastructure has provided a unique opportunity to scholars, academicians and researchers to enhance their understanding of the presence of “Humanities” in the digital spectrum. The current research work explores the continuum of “Digital Computational Humanities” and provides the future directions and a roadmap for its establishment, sustainability and usefulness for data driven organizations.",,Shalini Upadhyay and Nitin Upadhyay,,https://doi.org/10.1016/j.procs.2017.11.473,,,,1877-0509,Procedia Computer Science,"Digital Humanities, Computational Humanities, Social-technical infrastructure, Data driven organization","5th International Conference on Information Technology and Quantitative Management, ITQM 2017",,1055-1060,,,Future Directions and a Roadmap in Digital Computational Humanities for a Data Driven Organization,https://www.sciencedirect.com/science/article/pii/S1877050917327266,122,2017
article,RACHMATULLAH2020100018,"Primary and secondary students’ exposure to computer science-related activities in school has been steadily increasing, heightening the need for valid measures regarding impact of these activities on students. This study reports on the development and validation process of an instrument to measure students’ affective state as it relates to computer science in an academic setting. The self-report instrument, Computer Science Attitudes Scale for middle school students (MG-CS Attitudes), was developed based upon expectancy-value theory, which assumes two attitudinal constructs: self-efficacy and outcome expectancy. A set of ten initial items was administered to 663 middle-grade students from sixth to eighth grade (11–13 years of age). A combination of classical test theory and item response theory approaches were used to evaluate and validate the instrument using well-established construct validity frameworks to guide the process, leading to nine final items. The multi-stage validation process has resulted in a robust, well-functioning instrument, which can be used by researchers and evaluators to study CS-related educational interventions.",,Arif Rachmatullah and Eric Wiebe and Danielle Boulden and Bradford Mott and Kristy Boyer and James Lester,,https://doi.org/10.1016/j.chbr.2020.100018,,,,2451-9588,Computers in Human Behavior Reports,"computer Science attitudes, Invariance test, Scale validation, Secondary education",,,100018,,,Development and validation of the Computer Science Attitudes Scale for middle school students (MG-CS attitudes),https://www.sciencedirect.com/science/article/pii/S245195882030018X,2,2020
