ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,series,title,url,volume,year
incollection,KIRK2017305,"This chapter presents an application study on using CUDA C and GPU computing to accelerate an iterative solver for reconstruction of an MRI image from Non-Cartesian scan data. It covers the process of identifying the appropriate type of parallelism, loop transformations, mapping data into constant memory, mapping data into registers, data layout transformations, using special hardware instructions, and experimental tuning. It also demonstrates a process of validating the design choices with domain-specific criteria.",,David B. Kirk and Wen-mei W. Hwu,Programming Massively Parallel Processors (Third Edition),https://doi.org/10.1016/B978-0-12-811986-0.00014-5,Third Edition,David B. Kirk and Wen-mei W. Hwu,978-0-12-811986-0,,,"Statistical estimation methods, matrix–vector multiplication, linear solvers, iterative methods, MRI, non-Cartesian scan trajectory, error bounds, signal-to-noise ratio, trigonometry functions, floating-point precision and accuracy",,,305-329,Morgan Kaufmann,,Chapter 14 - Application case study—non-Cartesian magnetic resonance imaging: An introduction to statistical estimation methods,https://www.sciencedirect.com/science/article/pii/B9780128119860000145,,2017
incollection,2017535,,,,Programming Massively Parallel Processors (Third Edition),https://doi.org/10.1016/B978-0-12-811986-0.00038-8,Third Edition,David B. Kirk and Wen-mei W. Hwu,978-0-12-811986-0,,,,,,535-550,Morgan Kaufmann,,Index,https://www.sciencedirect.com/science/article/pii/B9780128119860000388,,2017
incollection,SEYMOURE2021315,"In this experiment, we will study the impact of light pollution on the activity and foraging behaviors using Madagascar hissing cockroaches as the model system. You will develop your own hypotheses using the background information provided. You will then test your hypotheses, evaluate the results of your experiment, and revise and retest your experiment up to three times.",San Diego,Brett Seymoure and Elizabeth K. Peterson and Rachel Y. Chock,Exploring Animal Behavior in Laboratory and Field (Second Edition),https://doi.org/10.1016/B978-0-12-821410-7.00001-7,Second Edition,Heather Zimbler-DeLorenzo and Susan W. Margulis,978-0-12-821410-7,,,"Activity, Conservation behavior, Foraging, Light pollution, Madagascar hissing cockroach",,,315-335,Academic Press,,Chapter 18 - Conservation behavior: effects of light pollution on insects,https://www.sciencedirect.com/science/article/pii/B9780128214107000017,,2021
article,CHEN2020100002,"Considering the increasing importance of Artificial Intelligence in Education (AIEd) and the absence of a comprehensive review on it, this research aims to conduct a comprehensive and systematic review of influential AIEd studies. We analyzed 45 articles in terms of annual distribution, leading journals, institutions, countries/regions, the most frequently used terms, as well as theories and technologies adopted. We also evaluated definitions of AIEd from broad and narrow perspectives and clarified the relationship among AIEd, Educational Data Mining, Computer-Based Education, and Learning Analytics. Results indicated that: 1) there was a continuingly increasing interest in and impact of AIEd research; 2) little work had been conducted to bring deep learning technologies into educational contexts; 3) traditional AI technologies, such as natural language processing were commonly adopted in educational contexts, while more advanced techniques were rarely adopted, 4) there was a lack of studies that both employ AI technologies and engage deeply with educational theories. Findings suggested scholars to 1) seek the potential of applying AI in physical classroom settings; 2) spare efforts to recognize detailed entailment relationships between learners’ answers and the desired conceptual understanding within intelligent tutoring systems; 3) pay more attention to the adoption of advanced deep learning algorithms such as generative adversarial network and deep neural network; 4) seek the potential of NLP in promoting precision or personalized education; 5) combine biomedical detection and imaging technologies such as electroencephalogram, and target at issues regarding learners’ during the learning process; and 6) closely incorporate the application of AI technologies with educational theories.",,Xieling Chen and Haoran Xie and Di Zou and Gwo-Jen Hwang,,https://doi.org/10.1016/j.caeai.2020.100002,,,,2666-920X,Computers and Education: Artificial Intelligence,"Artificial intelligence in education, Systematic review, Application gap, Theory gap",,,100002,,,Application and theory gaps during the rise of Artificial Intelligence in Education,https://www.sciencedirect.com/science/article/pii/S2666920X20300023,1,2020
article,CRUJEIRAS2013208,"This paper addresses some of the challenges involved in implementing the new approach established in the Spanish National Curriculum in 2006, which brought as a major change a focus on the development of key competencies. The paper focuses on scientific competency and the challenges involved in the itinerary from policy documents to classrooms are addressed in three sections: (i) an analysis is made of the changes in the science curriculum as a consequence of the emphasis on scientific competency, comparing the assessment criteria in the previous and current steering documents; (ii) trends in teacher education are discussed; (iii) the findings of the diagnostic evaluation are analyzed. The paper is framed in a theoretical approach, viewing students’ participation in scientific practices, and the development of higher-order thinking as necessary goals of science education. We argue that the focus on competencies, characterized as the ability to apply knowledge and skills in new contexts, involves a major change towards knowledge transfer and higher-order thinking skills. Some issues emerging from the analysis relate to the implications of assessment criteria and the challenges involved in its implementation, to the trends in teacher professional development and the difficulties related to the current economic crisis and to the results of the diagnostic evaluation and time frame needed for reforms to have an impact. It is argued that the development of both competencies and higher-order thinking requires students’ prolonged engagement.",,Beatriz Crujeiras and María Pilar Jiménez-Aleixandre,,https://doi.org/10.1016/j.tsc.2013.07.001,,,,1871-1871,Thinking Skills and Creativity,"Scientific competency, Epistemic practices, Higher-order thinking, Policy",,,208-220,,,Challenges in the implementation of a competency-based curriculum in Spain,https://www.sciencedirect.com/science/article/pii/S187118711300045X,10,2013
article,CHIU2013142,"Introducing engineering into precollege classroom settings has the potential to facilitate learning of science, technology, engineering, and mathematics (STEM) concepts and to increase interest in STEM careers. Successful engineering design projects in secondary schools require extensive support for both teachers and students. Computer-based learning environments can support both teachers and students to implement and learn from engineering design projects. However, there is a dearth of empirical research on how engineering approaches can augment learning in authentic K-12 settings. This paper presents research on the development and pilot testing of WISEngineering, a new web-based engineering design learning environment. Three middle school units were developed using a knowledge integration learning perspective and a scaffolded, informed engineering approach with the goal of improving understanding of standards-based mathematical concepts and engineering ideas. Seventh grade math students from two teachers in a socioeconomically diverse and low-performing district participated in three WISEngineering units over the course of a semester. Students significantly improved their mathematical scores from pretest to posttest for all three projects and on state standardized tests. Student, teacher, and administrator interviews reveal that WISEngineering projects promoted collaboration, tolerance, and development of pro-social skills among at-risk youth. Results demonstrate that informed engineering design projects facilitated through the WISEngineering computer-based environment can help students learn Common Core mathematical concepts and principles. Additionally, results suggest that WISEngineering projects can be particularly beneficial for at-risk and diverse student populations.",,Jennifer L. Chiu and Peter T. Malcolm and Deborah Hecht and Crystal J. DeJaegher and Edward A. Pan and Michael Bradley and M. David Burghardt,,https://doi.org/10.1016/j.compedu.2013.03.009,,,,0360-1315,Computers & Education,"Evaluation of CAL systems, Improving classroom teaching, Interactive learning environments, Interdisciplinary projects, Multimedia/hypermedia systems",,,142-155,,,WISEngineering: Supporting precollege engineering design and mathematical understanding,https://www.sciencedirect.com/science/article/pii/S0360131513000936,67,2013
article,BEDEWY2023101299,"This design-based research methodological paper is proposing a theoretical understanding in the form of STEAM + X framework that emerged from the empirical findings of implementing transdisciplinary STEAM practices featuring architecture, culture, and history. This paper shows how the proposed STEAM practices, involving creativities, to promote the integration of various disciplines with multiple cross-cultural iterations. These STEAM practices allow teachers to integrate cultural, architectural, environmental, or technological options into mathematics teaching and learning. These STEAM practices foster creativity and thinking skills in connecting disciplines in a transdisciplinary learning approach. Moreover, this paper introduces the study outcomes including the developed design principles and a framework that connects the underlying theoretical framework with emerging themes from our qualitative data analysis.",,Shereen El Bedewy and Zsolt Lavicza,,https://doi.org/10.1016/j.tsc.2023.101299,,,,1871-1871,Thinking Skills and Creativity,"STEAM, Design-based research, Culture, Technology, Design principles",,,101299,,,STEAM + X - Extending the transdisciplinary of STEAM-based educational approaches: A theoretical contribution,https://www.sciencedirect.com/science/article/pii/S187118712300069X,48,2023
incollection,HULSEN202169,"“Big data” is a term that has been used often in the past decade to describe datasets that are extremely large and complex so that traditional software is unable to store and analyze them in an accurate way. It can refer to “long data,” “wide data,” and both. Big data is of increasing importance in healthcare as well: new methods dedicated to improving data collection, storage, cleaning, processing, and interpretation for medical research continue to be developed. Exploiting new tools and methods to extract meaning from large volume information has the potential to drive real change in clinical practice, and combining this novel data-driven research with the classical hypothesis-driven research will have a large impact on personalized healthcare. However, significant challenges remain. Here we discuss the challenges (and possible solutions) posed to biomedical research by our increasing ability to collect, store, and analyze large datasets. Important challenges include: (1) the need for standardization of data content, format, and clinical definitions, adhering to the FAIR guiding principles; (2) the need for collaborative networks with sharing of both data and expertise, for example through a federated approach; (3) stricter privacy and ethics regulations, in particular the GDPR in the European Union; and (4) a need to reconsider how and when analytic methodology (data science) is taught to medical researchers. Overcoming these challenges will help to make a success of the use of big data in medical and translational research.",,Tim Hulsen,Big Data in Psychiatry #x0026; Neurology,https://doi.org/10.1016/B978-0-12-822884-5.00016-7,,Ahmed A. Moustafa,978-0-12-822884-5,,,"Big data, Precision medicine, Personalized healthcare, Data science, Big data analytics",,,69-94,Academic Press,,Chapter 4 - Challenges and solutions for big data in personalized healthcare,https://www.sciencedirect.com/science/article/pii/B9780128228845000167,,2021
article,IIVARI2022100408,"There is a revitalized interest in power and politics around design and technology in the Human–Computer Interaction (HCI) field. Child–Computer Interaction (CCI) research community has also shown arousing interest towards the topic. However, despite this emerging interest, the CCI research community has remained quite silent about the potential of a critical agenda for CCI. Few studies have explicitly addressed critical research or critical design. This study introduces the notion of a critical agenda for CCI research and identifies CCI studies that are linked with the critical agenda, revealing that there are CCI studies showing emerging interests and seeds for addressing the critical agenda. Overall, this study explores the state-of-the-art critical research tradition in CCI and explicates the potential of this tradition for making the world a better place through design and technology in collaboration with children.",,Netta Iivari and Sumita Sharma and Leena Ventä-Olkkonen and Tonja Molin-Juustila and Kari Kuutti and Jenni Holappa and Essi Kinnunen,,https://doi.org/10.1016/j.ijcci.2021.100408,,,,2212-8689,International Journal of Child-Computer Interaction,"Critical, Critical research, Critical design, Critical agenda, Children",,,100408,,,Critical agenda driving child–computer interaction research—Taking a stock of the past and envisioning the future,https://www.sciencedirect.com/science/article/pii/S2212868921000957,32,2022
article,KNIGHT2020100729,"Learning analytics has the potential to impact student learning, at scale. Embedded in that claim are a set of assumptions and tensions around the nature of scale, impact on student learning, and the scope of infrastructure encompassed by ‘learning analytics’ as a socio-technical field. Drawing on our design experience of developing learning analytics and inducting others into its use, we present a model that we have used to address five key challenges we have encountered. In developing this model, we recommend: A focus on impact on learning through augmentation of existing practice; the centrality of tasks in implementing learning analytics for impact on learning; the commensurate centrality of learning in evaluating learning analytics; inclusion of co-design approaches in implementing learning analytics across sites; and an attention to both social and technical infrastructure.",,Simon Knight and Andrew Gibson and Antonette Shibani,,https://doi.org/10.1016/j.iheduc.2020.100729,,,,1096-7516,The Internet and Higher Education,"Learning analytics, Implementation, Educational technology, Learning design",,,100729,,,Implementing learning analytics for learning impact: Taking tools to task,https://www.sciencedirect.com/science/article/pii/S1096751620300051,45,2020
article,ZHANG2023108553,"Summary
The rationality of block scale and structure is the guarantee of vitality and humanization quality, facing complex and diverse problems, and the structure reconstruction of urban built-up areas is one of the most difficult challenges in the process of promoting the block system. The traditional planning-construction strategy, as practice in recent years has demonstrated, faces challenges in terms of construction costs, demolition costs, property rights, and jurisprudence. Based on the interaction of the block structure and external space, the study presents a “implant-reconstruction” model. It investigates possibilities of implanting elements and graphically depicts the potential impact of implant-reconstruction using Space Syntax. The findings indicate that the external space implantation mode may actively encourage the construction of small-scale blocks and has benefits in terms of texture respect, low impact, and ease of operation. The simulation and pre-judgment dynamically illustrate the viable path and gives a scientific reference for block alteration.",,Fang Zhang and Xi Zhou,,https://doi.org/10.1016/j.isci.2023.108553,,,,2589-0042,iScience,"Geographical information science, Urban planning",,12,108553,,,"Structural renovation of blocks in build-up area of Jiangnan cities, taking Suzhou new district as an example",https://www.sciencedirect.com/science/article/pii/S2589004223026305,26,2023
article,FIGL201596,"The main aim of this study is to investigate human understanding of process models and to develop an improved understanding of its relevant influence factors. Aided by assumptions from cognitive psychology, this article attempts to address specific deductive reasoning difficulties based on process models. The authors developed a research model to capture the influence of two effects on the cognitive difficulty of reasoning tasks: (i) the presence of different control-flow patterns (such as conditional or parallel execution) in a process model and (ii) the interactivity of model elements. Based on solutions to 61 different reasoning tasks by 155 modelers, the results from this study indicate that the presence of certain control-flow patterns influences the cognitive difficulty of reasoning tasks. In particular, sequence is relatively easy, while loops in a model proved difficult. Modelers with higher process modeling knowledge performed better and rated subjective difficulty of loops lower than modelers with lower process modeling knowledge. The findings additionally support the prediction that interactivity between model elements is positively related to the cognitive difficulty of reasoning. Our research contributes to both academic literature on the comprehension of process models and practitioner literature focusing on cognitive difficulties when using process models.",,Kathrin Figl and Ralf Laue,,https://doi.org/10.1016/j.ijhcs.2015.05.007,,,,1071-5819,International Journal of Human-Computer Studies,"Deductive reasoning, Business process models, Model comprehension, Cognitive complexity",,,96-110,,,Influence factors for local comprehensibility of process models,https://www.sciencedirect.com/science/article/pii/S1071581915001019,82,2015
incollection,MOORE2024493,"This chapter presents an ecosystem-based framework for applying soil microbiology, ecology, and biochemistry (SMEB) principles and processes to address the preservation and sustainability of global soils to meet societal needs in the face of environmental change. The approach is organized around the UN Sustainable Development Goals, focusing on ecosystem services provided by soil microbes and soil biota at the nexus of food, water, and energy. The role of soil biota in ecosystem processes and the impacts of human activities on those processes are presented. The approach promotes conservation and regenerative methods that manage natural SMEB processes to optimize ecosystem services and minimize alterations in natural processes. Adoption and application of sound SMEB science will require a high degree of literacy among different stakeholders to codevelop management practices and regulatory policy. The approach also advocates promoting SMEB science literacy within the education system through reforms in science standards and curricula.",,John C. Moore and Nathaniel Mueller,"Soil Microbiology, Ecology and Biochemistry (Fifth Edition)",https://doi.org/10.1016/B978-0-12-822941-5.00017-X,Fifth Edition,Eldor A. Paul and Serita D. Frey,978-0-12-822941-5,,,"Biogeochemistry, climate change, science literacy, microbial communities, soil organic matter, food webs, sustainability development goals",,,493-536,Elsevier,,"Chapter 17 - The application of knowledge in soil microbiology, ecology, and biochemistry (SMEB) to the solution of today’s and future societal needs",https://www.sciencedirect.com/science/article/pii/B978012822941500017X,,2024
article,KHRENNIKOV2006225,"We present a contextualist statistical realistic model for quantum-like representations in physics, cognitive science, and psychology. We apply this model to describe cognitive experiments to check quantum-like structures of mental processes. The crucial role is played by interference of probabilities for mental observables. Recently one such experiment based on recognition of images was performed. This experiment confirmed our prediction on the quantum-like behavior of mind. In our approach “quantumness of mind” has no direct relation to the fact that the brain (as any physical body) is composed of quantum particles. We invented a new terminology “quantum-like (QL) mind.” Cognitive QL-behavior is characterized by a nonzero coefficient of interference λ. This coefficient can be found on the basis of statistical data. There are predicted not only cos⁡θ-interference of probabilities, but also hyperbolic cosh⁡θ-interference. This interference was never observed for physical systems, but we could not exclude this possibility for cognitive systems. We propose a model of brain functioning as a QL-computer (there is a discussion on the difference between quantum and QL computers).",,Andrei Khrennikov,,https://doi.org/10.1016/j.biosystems.2005.11.005,,,,0303-2647,Biosystems,,,3,225-241,,,Quantum-like brain: “Interference of minds”,https://www.sciencedirect.com/science/article/pii/S0303264705001942,84,2006
article,GURBAN2016186,"An improved system of Russian vocational education is seen as a major factor in the country’s economic development. It is currently recognized that the global labour market is emerging as a consequence of globalization processes, which significantly affect the establishment of national educational systems. The paper discusses global educational trends, with a particular focus on the tendencies in the demand for labour both in Russia and in the world. The paper aims to describe changes in attitudes towards the relevance of specialist qualifications and the sufficiency of professional competencies acquired through education. In addition, the analysis of structural changes in the Russian system of vocational education starting from 1990 to the present day is given. The research is carried out using the methods of comparative and statistical analysis. The competency maps of future are drawn (Institute for the Future, Palo Alto, the USA), including the description of trends that alter the habitual context for the labour force, as well as key skills needed for a successful career. The ‘Atlas of New Professions’ describing most promising professions in the field of education is reviewed. It is shown that the country’s role in the international division of labour can be used as an objective criterion to assess the performance of the country’s educational system. In this respect, the data on Russia’s position in the world rankings of competitiveness, innovation development and human development index, as well as the comparative data on the rate that Russian companies demonstrate in terms of innovative activity and technology exports are provided. The analysis of disproportions in the structure of graduates both in terms of levels and specialities of vocational education for the period 1990–2013 is given. Key problems faced by the Russian vocational education system are considered, including a weak focus on the actual needs of national economy and global changes in the labour market, a decline in the quality of training and the number of working specialities, as well as the low flexibility of educational programs.",,"I.A. Gurban and A.A. {Tarasyev, Jr.}",,https://doi.org/10.1016/j.ifacol.2016.07.175,,,,2405-8963,IFAC-PapersOnLine,"globalization, professional education, global trends, trends, professions, skills, competencies, graduates, levels of education.",11th IFAC Symposium on Advances in Control Education ACE 2016,6,186-193,,,Global trends in education: Russia case study,https://www.sciencedirect.com/science/article/pii/S2405896316303809,49,2016
article,DUTTAMOSCATO201412,"This editorial provides insights into how informatics can attract highly trained students by involving them in science, technology, engineering, and math (STEM) training at the high school level and continuing to provide mentorship and research opportunities through the formative years of their education. Our central premise is that the trajectory necessary to be expert in the emergent fields in front of them requires acceleration at an early time point. Both pathology (and biomedical) informatics are new disciplines which would benefit from involvement by students at an early stage of their education. In 2009, Michael T Lotze MD, Kirsten Livesey (then a medical student, now a medical resident at University of Pittsburgh Medical Center (UPMC)), Richard Hersheberger, PhD (Currently, Dean at Roswell Park), and Megan Seippel, MS (the administrator) launched the University of Pittsburgh Cancer Institute (UPCI) Summer Academy to bring high school students for an 8 week summer academy focused on Cancer Biology. Initially, pathology and biomedical informatics were involved only in the classroom component of the UPCI Summer Academy. In 2011, due to popular interest, an informatics track called Computer Science, Biology and Biomedical Informatics (CoSBBI) was launched. CoSBBI currently acts as a feeder program for the undergraduate degree program in bioinformatics at the University of Pittsburgh, which is a joint degree offered by the Departments of Biology and Computer Science. We believe training in bioinformatics is the best foundation for students interested in future careers in pathology informatics or biomedical informatics. We describe our approach to the recruitment, training and research mentoring of high school students to create a pipeline of exceptionally well-trained applicants for both the disciplines of pathology informatics and biomedical informatics. We emphasize here how mentoring of high school students in pathology informatics and biomedical informatics will be critical to assuring their success as leaders in the era of big data and personalized medicine.",,Joyeeta Dutta-Moscato and Vanathi Gopalakrishnan and Michael T. Lotze and Michael J. Becich,,https://doi.org/10.4103/2153-3539.129448,,,,2153-3539,Journal of Pathology Informatics,"Bioinformatics, education, medical informatics, science, technology, engineering, and math education",,1,12,,,"Creating a pipeline of talent for informatics: STEM initiative for high school students in computer science, biology, and biomedical informatics",https://www.sciencedirect.com/science/article/pii/S2153353922002814,5,2014
article,SERHOLT2018250,"In recent years, there has been a growing research interest towards exploring the benefit of Child–Robot Interaction for educational purposes through the use of social robotics. Despite the label, such robots are typically only social within scripted activities. The current study takes a critical look at the case of a robotic tutor which was implemented in an elementary school for 3.5 months, where children repeatedly took turns interacting with the robot individually as well as in pairs. The aim of the study was to explore what caused breakdowns in children's interactions with the robotic tutor. In this qualitative study, over 14 h of video recordings of children's interaction sessions were analyzed in-depth through interaction analysis and thematic analysis. The results comprise four themes to explain why children's interactions with the robotic tutor break down: (1) the robot's inability to evoke initial engagement and identify misunderstandings, (2) confusing scaffolding, (3) lack of consistency and fairness, and finally, (4) controller problems. The implications of these breakdowns for the educational use of robots are discussed, and it is concluded that several challenges need to be rigorously addressed in order for robotic tutors to be able to feature in education.",,Sofia Serholt,,https://doi.org/10.1016/j.chb.2017.12.030,,,,0747-5632,Computers in Human Behavior,"Child–robot interaction, Education, Robotic tutor, Breakdowns, Interaction analysis, Thematic analysis",,,250-264,,,Breakdowns in children's interactions with a robotic tutor: A longitudinal study,https://www.sciencedirect.com/science/article/pii/S0747563217307100,81,2018
article,BARRON2010178,"Examination of the “digital divide” has increasingly gone beyond the study of differences in physical access to computers to focus on individuals’ use of technological tools for empowered and generative uses. In this research study, we investigated the relationship between access to tools and experience with creative production activities. Our participants included 160 8th grade learners from two public middle schools. The local communities represented by the two schools differed in parent education levels, proportion of recent immigrants, and average family income. Findings indicated substantial variability in students’ history of creative production experiences within both communities. Three sets of analyses were completed. First, the two school populations were compared with respect to average levels of student creative production experience, access to tools at home, use of learning resources, frequency of technology use, and access to computing outside of their home. Second, correlates of variability in individuals’ breadth of experience with creative production activities were explored across both schools through a regression analysis. The resulting model indicated that students’ experience was best predicted by the number of technology tools available at home, number of learning resources used, frequency of computer use at home, and non-home access network size. In a third analysis, profiles of experience were created based on both breadth and depth of experience; the resulting four groups of students were compared. More experienced students utilized a broader range of learning resources, had access to more tools at home, taught a wider range of people, and were more confident in their computing skills. The groups did not differ in their self-reports of interest in learning more about technology.",,Brigid Barron and Sarah E. Walter and Caitlin Kennedy Martin and Colin Schatz,,https://doi.org/10.1016/j.compedu.2009.07.017,,,,0360-1315,Computers & Education,"Digital divide, Learning ecology, Home access",,1,178-189,,,Predictors of creative computing participation and profiles of experience in two Silicon Valley middle schools,https://www.sciencedirect.com/science/article/pii/S036013150900195X,54,2010
incollection,KIRK201395,,Boston,David B. Kirk and Wen-mei W. Hwu,Programming Massively Parallel Processors (Second Edition),https://doi.org/10.1016/B978-0-12-415992-1.00005-5,Second Edition,David B. Kirk and Wen-mei W. Hwu,978-0-12-415992-1,,,,,,95-121,Morgan Kaufmann,,Chapter 5 - CUDA Memories,https://www.sciencedirect.com/science/article/pii/B9780124159921000055,,2013
incollection,WILLIAMS202351,,,Caroline Williams and Cliff Wragg,"Benchmarking Library, Information and Education Services",https://doi.org/10.1016/B978-0-323-95662-8.00015-1,,David Baker and Lucy Ellis and Caroline Williams and Cliff Wragg,978-0-323-95662-8,,,,,,51-107,Chandos Publishing,,Part Two—The international benchmarking exercise,https://www.sciencedirect.com/science/article/pii/B9780323956628000151,,2023
article,LOUSTAU2022100544,"Storytelling support has been and continues to be a recurring theme in child–computer interaction research, especially as it pertains to education. This work has spilled over into practice, and, in the last few decades, a large number of storytelling systems for children have been developed—both as research prototypes and commercial applications. However, through a systematic analysis of 75 research-based storytelling systems and 39 commercial systems, we find that there remains a problematic gap between research and practice with respect to products in interactive storytelling and child–computer interaction, echoing the well-documented research-practice gap in the general HCI field. We characterize the nature of this gap, highlighting design themes promoted by research-based systems that are not as prevalent in commercial systems, such as tangibility and narrative scaffolds, and vice-versa. Understanding the main areas of discrepancy between research and practice can help focus efforts to close the research-practice gap in storytelling systems for children.",,Trystan Loustau and Sharon Lynn Chu,,https://doi.org/10.1016/j.ijcci.2022.100544,,,,2212-8689,International Journal of Child-Computer Interaction,"Child–computer interaction, Interactive storytelling, Research-practice gap",,,100544,,,Characterizing the research-practice gap in children’s interactive storytelling systems,https://www.sciencedirect.com/science/article/pii/S2212868922000629,34,2022
article,BOWLER2016117,"This study examines question prompts as a means to scaffold reflection and reflexivity in the design, development, and use of technological artifacts in maker spaces for youth at public libraries, museums, and community-based organizations. Qualitative analysis is applied to data gathered in four focus groups with teens, three semi-structured interviews with adults who facilitate maker spaces, and six observation sessions. Outcomes include a rich description of critical thinking in the context of technology practice, and secondly, a set of eight activation questions that serve as a tool kit to encourage reflection and scaffold mindful and critical practices in community-based maker spaces for youth. Results from this study support the development of nstruments and practices to support mindful making and critical technical practice in maker spaces for youth.",,Leanne Bowler and Ryan Champagne,,https://doi.org/10.1016/j.lisr.2016.04.006,,,,0740-8188,Library & Information Science Research,,,2,117-124,,,"Mindful makers: Question prompts to help guide young peoples' critical technical practices in maker spaces in libraries, museums, and community-based youth organizations",https://www.sciencedirect.com/science/article/pii/S0740818815300840,38,2016
incollection,ELCHARIF202441,"This chapter examines the uses of machine learning (ML) in applying genomic technologies to cancer research and treatment. It provides a brief overview of genomic technologies that have impacted cancer research as well as the use of ML in bringing these technologies into clinical practice. It further reviews some notable successes in translating ML and genomics into improvements in the practice of cancer treatment, as well as some current directions in ML for cancer genomics. It then considers common challenges to applying ML methods for cancer genomics and some general strategies for overcoming these challenges in practice. It concludes with a perspective on potential future directions for ML in cancer genomics and how these may impact the future of cancer treatment.",,Omar El-Charif and Russell Schwartz and Ye Yuan and Yifeng Tao,Machine Learning and Artificial Intelligence in Radiation Oncology,https://doi.org/10.1016/B978-0-12-822000-9.00006-9,,John Kang and Tim Rattay and Barry S. Rosenstein,978-0-12-822000-9,,,"Bioinformatics, Cancer, Computational biology, Genomics, Systems biology",,,41-72,Academic Press,,Chapter 3 - Machine learning applications in cancer genomics,https://www.sciencedirect.com/science/article/pii/B9780128220009000069,,2024
article,CASCIO2016103,"This article describes the evolution of the search for global competence through a 50-year content analysis and review of published research in the field of International HR Management (IHRM), and more recently, Talent Management (TM), with special emphasis on the Journal of World Business. We present a detailed examination of the IHRM/TM content of the Journal of World Business from its inception in 1965 through 2014. To put the results of that review into perspective, we review key themes in global business and strategy from 1965 to the present, noting where IHRM/TM research and business trends correspond, diverge, and lag. Next, we present a brief history of IHRM and TM, showing how the emerging theme of TM offers challenges and promise for connecting future IHRM/TM research with emerging business, strategy, and social trends. We conclude with the implications of our findings for future research, and the importance of the search for global competence.",,Wayne F. Cascio and John W. Boudreau,,https://doi.org/10.1016/j.jwb.2015.10.002,,,,1090-9516,Journal of World Business,"International HR Management, Global business trends, Talent management, Global talent management, Global competence, Business strategy",The World of Global Business 1965-2015,1,103-114,,,The search for global competence: From international HR to talent management,https://www.sciencedirect.com/science/article/pii/S1090951615000814,51,2016
article,MEYER202013,"Designers are entrusted with increasingly complex and impactful challenges. However, the current system of design education does not always prepare students for these challenges. When we examine what and how our system teaches young designers, we discover that the most valuable elements of the designer’s perspective and process are seldom taught. Instead, some designers grow beyond their education through their experience working in industry, essentially learning by accident. Many design programs still maintain an insular perspective and an inefficient mechanism of tacit knowledge transfer. Meanwhile, skills for developing creative solutions to complex problems are increasingly essential. Organizations are starting to recognize that designers bring something special to this type of work, a rational belief based upon numerous studies that link commercial success to a design-driven approach. So, what are we to do? Other learned professions such as medicine, law, and business provide excellent advice and guidance embedded within their own histories of professionalization. In this article, we borrow from their experiences to recommend a course of action for design. It will not be easy: it will require a study group to make recommendations for a roster of design and educational practices that schools can use to build a curriculum that matches their goals and abilities. And then it will require a conscious effort to bootstrap the design profession toward both a robust practitioner community and an effective professoriate, capable together of fully realizing the value of design in the 21st century. In this article, we lay out that path.",,Michael W. Meyer and Don Norman,,https://doi.org/10.1016/j.sheji.2019.12.002,,,,2405-8726,"She Ji: The Journal of Design, Economics, and Innovation","Design education, Design-driven transformation, Design thinking, Design doing, Major societal challenges, Complex sociotechnical systems, DesignX",Design Education. Part I,1,13-49,,,Changing Design Education for the 21st Century,https://www.sciencedirect.com/science/article/pii/S2405872620300046,6,2020
article,FRIENDSOFAJPM2013687,,, {Friends of AJPM},,https://doi.org/10.1016/j.amepre.2013.09.006,,,,0749-3797,American Journal of Preventive Medicine,,,6,687-702,,,"Notes from the Field: Planting, Nurturing, and Watching Things Grow",https://www.sciencedirect.com/science/article/pii/S074937971300500X,45,2013
incollection,HAMILTON2023371,"Sensory evaluation is predicated on the use and interpretation of human language. We ask our subjects to describe their sensory experiences and affective responses, which we cannot directly observe. This formulation of sensory science encourages direct engagement with linguistics and in particular, a recent subfield of linguistics, computer science, and artificial intelligence called “Natural Language Processing” (NLP, sometimes “computational linguistics”). In this chapter we will provide an introduction to Natural Language Processing (NLP) for sensory scientists who wish to employ NLP as a rapid method for sensory evaluation. Because NLP is a large, diverse, and rapidly evolving field, we will begin with a brief, pragmatic overview of the discipline, with an emphasis on key historical and current methods and applications. We will then briefly discuss the linguistic perspective and its application to sensory evaluation, with an aim to motivating the remaining chapter. Following that, we will discuss key areas of NLP, from data collection to processing to analysis to advanced applications. Throughout the chapter, we will use a consistent case study of natural-language descriptions for a food product to provide examples and illustrate NLP methods.",,Leah Marie Hamilton and Jacob Lahne,Rapid Sensory Profiling Techniques (Second Edition),https://doi.org/10.1016/B978-0-12-821936-2.00004-2,Second Edition,Julien Delarue and J. Ben Lawlor,978-0-12-821936-2,,,"Natural Language Processing, Machine learning, Deep learning, Text analysis, Computational linguistics, Sensory evaluation, Descriptive analysis",,,371-410,Woodhead Publishing,"Woodhead Publishing Series in Food Science, Technology and Nutrition",Chapter 16 - Natural Language Processing,https://www.sciencedirect.com/science/article/pii/B9780128219362000042,,2023
