ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,number,pages,publisher,title,url,volume,year,note,series
incollection,BAIJNATH2023279,"The paper explores the genesis and potential of the 4IR, and what it portends for a developing economy and society such as South Africa and its impact on the global stage. It reflects on the value that is promised for tertiary education, teaching, and learning. Separating hype from the realistic possibilities, the connections between advances in technology, policy, and development challenges are critically examined to consider how the 4IR could impact on tertiary education, and teaching and learning, in the future. It then proceeds to examine the enabling conditions which need to be cultivated at national, institutional, and individual levels, and the challenges and obstacles to be overcome at these levels, for enduring benefits to be realized. The paper explores what the phenomenon of the 4IR is, drawing on the arguments of key proponents, including skeptics. It explores what kinds of changes are envisaged as the phenomenon progresses. It then proceeds to examine how institutions may be positioned to harness the 4IR for the benefit of human wellbeing, and in support of national and international social and economic benefits. The promise of the 4IR to resolve our developmental challenges has been sharply questioned—perhaps being overhyped, given existing and enduring disadvantage and marginalization that was not ameliorated in previous industrial revolutions. These are elaborated upon. At the institutional level, more sophisticated use of digital technology is called for—in administration, teaching, learning support, and e-learning. Online data and information management; aggregation of vast amounts of data; and analyses of data for student success and student support promise a positive impact on success and throughput rates. Key imperatives for action include redesigning, streamlining, and aligning the education system. This requires flexibility in admission criteria, curriculum design, learning and teaching modes, and assessment, with appropriate support systems and services across the institution.",Oxford,Narend Baijnath and Shireen Motala and Kirti Menon,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.02148-5,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,"4th Industrial Revolution, Higher education, Digital technology, e-learning, Curriculum design",,279-286,Elsevier,Implications of the Fourth Industrial Revolution in the vortex of higher education in South Africa,https://www.sciencedirect.com/science/article/pii/B9780128186305021485,,2023,,
article,NG2022100054,"Artificial intelligence (AI) literacy is widely recognized as a new set of competencies that people use AI effectively and ethically in everyday life. In K-12 education, educators have started to employ different pedagogical strategies to foster students' AI literacy. Using digital story writing (DSW) in the classroom is an effective inquiry-based pedagogical approach to address literacy development by improving language and technological abilities across disciplines. This study recruited 82 primary students in Hong Kong to attend a three-month DSW journey to learn AI and completed a knowledge test at the end of the program. Among the students, 16 best-achieving students were further invited to participate in artefact-based interviews, and we further analysed their work to understand how they formulate AI understandings. It is found that the participating students were able to propose an authentic scenario, apply their new knowledge of AI and think up meaningful AI-driven solutions in their digital stories. Furthermore, we examined students' DSW process in terms of inquiry-based pedagogical cycle (orientation, conceptualization, investigation, conclusion, discussion) to demonstrate how they learn AI. Overall, DSW as an inquiry could effectively foster students' AI literacy in using and applying AI knowledge to solve real-life problems, far beyond merely knowing and understanding related concepts. We suggest that using DSW as a pedagogy has the potential to support students to scaffold students’ AI understanding, particularly for young children.",,Davy Tsz Kit Ng and Wanying Luo and Helen Man Yi Chan and Samuel Kai Wah Chu,,https://doi.org/10.1016/j.caeai.2022.100054,,,,2666-920X,Computers and Education: Artificial Intelligence,"Artificial intelligence (AI), AI literacy, Digital story writing, AI education, AI ethics, Inquiry-based learning",,100054,,Using digital story writing as a pedagogy to develop AI literacy among primary students,https://www.sciencedirect.com/science/article/pii/S2666920X22000091,3.0,2022,,
article,LANGER2023105230,"Social robots hold promise in augmenting education, rehabilitative care, and leisure activities for children. Despite findings suggesting various benefits of social robot use in schools, clinics, and homes, stakeholders have voiced concerns about the potential social and emotional effects of children engaging in long-term interactions with robots. Given the challenges of conducting large long-term studies of child-robot interaction (CRI), little is known about the impact of CRI on children’s socio-emotional development. Here we summarize the literature on predictions and expectations of teachers, parents, therapists, and children regarding the effects of CRI on children’s socio-emotional functioning and skill building. We then highlight the limited body of empirical research examining how CRI affects children’s social behavior and emotional expression, and we provide a summary of available questionnaires for measuring socio-emotional constructs relevant to CRI. We conclude with design recommendations for research studies aimed at better understanding the effects of CRI, before social robots become ubiquitous. This review is relevant to researchers, educators, roboticists, and clinicians interested in designing and using social robots with developmental populations.",,Allison Langer and Peter J. Marshall and Shelly Levy-Tzedek,,https://doi.org/10.1016/j.neubiorev.2023.105230,,,,0149-7634,Neuroscience & Biobehavioral Reviews,"Child-robot interaction, Social robots, Socio-emotional development, Human-robot interaction",,105230,,Ethical considerations in child-robot interactions,https://www.sciencedirect.com/science/article/pii/S0149763423001999,151.0,2023,,
article,CHANG2024103484,"AI technology is reshaping language classrooms, prompting students to adopt flexible roles exhibiting linguistic competence and self-regulated learning (SRL) skills. Considerable studies explore the necessary integrated learning perspectives, emphasizing AI's adaptive role as a mind tool. In AI-mediated language learning, the technology's metacognitive importance enables students to learn with AI as a partner, encouraging independent critical thinking. Within Zimmerman's SRL model, AI as a mind tool is integrated for improving language students' strategic employment in a cyclical process. A systematic review, following PRISMA protocols, examines the intersection of AI and self-regulated language learning (SRLL) over 2000–2022. Findings highlight AI's evolving role, predominantly through algorithms and systems, aiming for micro and macro integration. Interactive AI has not fully engaged in two-way directions, despite a familiar process approach in reviewed studies. In the favored ESL/EFL research context, task-specific AI is utilized to encourage cyclical improvement with learner autonomy enhancement mainly among higher education students at intermediate level or above. Pedagogical values are possible when major SRL phases are fully practiced, even without highly autonomous AI. Future research is directed toward adaptive personalized technology by exploring the dynamic interplay between AI technologies and SRLL as educational practices under Education 4.0 principles.",,Wenli-Li Chang and Jerry Chih-Yuan Sun,,https://doi.org/10.1016/j.system.2024.103484,,,,0346-251X,System,"Self-regulated language learning, AI mediation, Learning partner, Systematic review",,103484,,Evaluating AI's impact on self-regulated language learning: A systematic review,https://www.sciencedirect.com/science/article/pii/S0346251X24002665,126.0,2024,,
incollection,HENSHAW2018227,"Transportation Cyber-Physical Systems (TCPS) is a major area of growth and investment in many countries, but there is a significant shortage of engineers with the correct skills to build safe, secure and efficient TCPS. It is suggested that a much broader education is required in cyber-physical system (CPS) than has traditionally been the case for degree and masters' level students. CPS developers will need to be knowledgeable about natural, applied and social sciences. The curriculum for a TCPS engineer emerges as a vast range of knowledge requirements and it is suggested that ideally students will graduate with a T-shaped curriculum vitae that provides for a broad knowledge of many subjects and a deep knowledge in one or two. Studies into the appropriate curriculum for CPS have been conducted since the early 2000s, but it is noted that many of these failed to give adequate weight to ethics and topics in the social sciences. A framework for TCPS graduate and postgraduate education is provided: delivery of the curriculum must ensure students are taught in a transdisciplinary manner and develop an holistic approach to TCPS development and operation.",,Michael Henshaw and Lipika Deka,Transportation Cyber-Physical Systems,https://doi.org/10.1016/B978-0-12-814295-0.00009-5,,Lipika Deka and Mashrur Chowdhury,978-0-12-814295-0,,,"Cyber-Physical System, Education, Ethics, Systems Engineers, Systems of Systems, Transdisciplinary",,227-246,Elsevier,9 - Transportation Cyber-Physical System as a Specialised Education Stream,https://www.sciencedirect.com/science/article/pii/B9780128142950000095,,2018,,
article,LI2024101590,"Utilizing a case study approach, this research investigates the transformation of elementary students' Maker mindsets within the context of Maker education through a lesson study cycle. The study focuses on the Maker mindsets transformation of three students with varying abilities, deliberately chosen as information-rich participants. A project-specific questionnaire, the Maker Mindsets Scale, was employed to facilitate self-assessment of Maker mindsets before and after intervention. Additionally, teachers' post-lesson discussion meetings were observed, and semi-structured interviews with participating teachers were conducted to gauge their perceptions of students' Maker mindsets transformation. The analysis encompassed students' semi-structured reflection logs and interviews to uncover the underlying factors driving Maker mindsets transformation. The results revealed distinct variations in how students of different abilities perceived their Maker mindsets transformation. Nonetheless, participant teachers consistently observed transformations in STEM (Science, Technology, Engineering, Mathematics) thinking skills, self-efficacy, motivation, and collaborative learning across all students. The study further identifies a collaborative convergence of multiple factors contributing to Maker mindsets transformation, spanning teacher, student, and pedagogical perspectives. These findings carry significant implications for educators, advocating for the implementation of customized strategies, authentic contextualization, structured methodologies, and collaborative frameworks to holistically nurture Maker mindsets evolution. Moreover, our study underscores the practicality of the LS approach in fostering collaborative development of innovative pedagogical strategies aimed at fostering Maker mindsets formation.",,Jiajia Li and Zhuang Li and Huixin Gao and Tianying Yun,,https://doi.org/10.1016/j.tsc.2024.101590,,,,1871-1871,Thinking Skills and Creativity,"Maker mindsets, STEM learning, Maker education, Lesson study",,101590,,Transforming maker mindsets: A case study of elementary students in a maker education context during lesson study,https://www.sciencedirect.com/science/article/pii/S1871187124001287,53.0,2024,,
article,MERRITT2024103670,"Energy concepts are taught in many schools, but children rarely have an opportunity to grapple with energy problems and work on their own solutions. This study explores the impacts of Connect Science, a service-learning (SL) program developed to enhance elementary students' energy literacy in the United States. Program impacts were explored within the context of a randomized controlled trial. Teachers in the SL intervention group were provided with professional development, coaching and curricular materials. Each fourth grade class chose an energy problem to address, and designed projects to test out a solution. Teachers in a waitlist control group taught their typical energy unit. Upon completion of the unit, students were asked to write about a problem related to energy production or use and propose a potential solution. Inductive content analysis was used to code 703 student responses (377 from control group and 326 from SL group). The majority of students expressed concerns about wasting or using too much electricity or the use of nonrenewable energy sources. Solutions focused on energy conservation and the use of renewable or clean resources were mentioned most frequently overall. Students in the SL group were significantly more likely to mention environmental impacts of various energy sources and to suggest energy conservation solutions or educating others. Conversely, the control group student responses more often focused on electric circuits or electrical safety. Results from this study suggest the promise of environmental SL programs to advance energy literacy and promote critical thinking about how to address energy problems.",,Eileen G. Merritt and Andrea E. Weinberg and Candace Lapan and Sara E. Rimm-Kaufman,,https://doi.org/10.1016/j.erss.2024.103670,,,,2214-6296,Energy Research & Social Science,"Environmental service-learning, Energy literacy, Elementary students, Science education, Randomized controlled trial",,103670,,Igniting kid power: The impact of environmental service-learning on elementary students' awareness of energy problems and solutions,https://www.sciencedirect.com/science/article/pii/S2214629624002615,116.0,2024,,
article,CAMACHOLIE202435,"This paper describes the development of EoS Simulator, a cubic equations of state simulator created in the MATLAB R2022b App Designer platform, which aims to be a practical digital tool for chemical engineering students that facilitates the solution, analysis, and critical thinking about thermodynamic problems. In the simulator, numerical algorithms were implemented based on a theoretical framework, such as fugacity test, bracketing methods, and the calculation of residual properties. EoS Simulator can estimate two-phase envelopes, isobars, isotherms, and surfaces related to PTVHS properties. MATLAB Grader courses were proposed to test student learning using the software in two different workshops. The evaluation was based on the achievement of tasks related to intended learning outcomes. Survey responses about the simulator and learning environment were collected, concluding that most students improved their skills in understanding thermodynamics phenomena, but some improvements are necessary for future versions of the software and online courses.",,Mariola Camacho-Lie and Rodrigo Alberto Hernández-Ochoa and Adriana Palacios,,https://doi.org/10.1016/j.ece.2024.09.002,,,,1749-7728,Education for Chemical Engineers,"Teaching of thermodynamics, Digital tools in education, Deep learning, Constructive Alignment, Preparation for Future Learning, Productive Failure",,35-54,,Development of basic thermodynamics workshops integrating a cubic equations of state simulator and MATLAB Grader courses,https://www.sciencedirect.com/science/article/pii/S1749772824000228,49.0,2024,,
article,MASON2016169,"Modern society is increasingly mediated by computers. The quantity and diversity of data generated daily is growing at an astounding rate. While the number of people with programming ability is also growing, the percentage of the population with such capability remains in the single digits. This means that we are witnessing a growing gap between need and capacity. Some of the need can be met by packages and apps that provide canned or predefined analysis, but these restrict analyses to those anticipated by the creators of those packages and apps. It is essential that in a data society nearly all citizens have a capacity to program. Therefore, it is critical that we find “programatic” analysis capabilty that is available and accessibly by most citizens.",,Dave Mason,,https://doi.org/10.1016/j.procs.2016.09.027,,,,1877-0509,Procedia Computer Science,"Citizen Programming, Ubiquitous Computing, Data Society",,169-173,,Ubiquitous Citizen Programming,https://www.sciencedirect.com/science/article/pii/S1877050916321561,98.0,2016,The 7th International Conference on Emerging Ubiquitous Systems and Pervasive Networks (EUSPN 2016)/The 6th International Conference on Current and Future Trends of Information and Communication Technologies in Healthcare (ICTH-2016)/Affiliated Workshops,
article,MIRANDA2024100312,"Background
COVID-19 prompted a global shift to online learning, including video conference-assisted online learning (VCAOL), which necessitated educators understanding students' perspectives.
Objective
This study aims to develop machine learning (ML) model-agnostic interpretability that could predict students' academic performance in VCAOL.
Material and methods
Synthetic Minority Over-sampling Technique (SMOTE) and data augmentation were used to handle imbalanced data from small-scale datasets. The prediction model was developed using Random Forest (RF), Support Vector Machine (SVM), and Gaussian Naive Bayes (GNB). SHAP model-agnostic interpretability was used to interpret and comprehend prediction findings. The data was gathered from September 2022 to January 2023, resulting in 361 records. The research variables included students' academic performance as the dependent variable, and the video conference application (VC), learning material (LM), internet connection (IC), students' ability to learn (SL), and student knowledge (SK) as independent variables, which were mapped into 28 attributes.
Result
The SMOTE improved the performance of three algorithms, with RF outperforming SVM and GNB in almost all tests, achieving an accuracy of 79.45%, precision of 75.71%, and recall of 79.45%. SHAP bar plots ranked attributes by importance demonstrated that “Performance,” “Frequency Constraint,” and “Increase Value” had a significant impact on prediction results. When we mapped the three attributes to our study perspective, we determined that SK and SL were the most important views for students to perform well in VCAOL. SHAP's beeswarm revealed students' performance in VCAOL was positively correlated with “Performance”, “Increase Value”, “Completing Project”, “Adequate Method”, “User Interface”, and “Feature”. As we mapped the three attributes to our study perspective, we found that SK, LM, SL, and VC were positively related to students' performance in VCAOL.
Conclusion
The study highlighted the potential of ML in developing data-driven decision-making tools for predicting students' academic performance and identifying critical attributes in a prediction model.",,Eka Miranda and Mediana Aryuni and Mia Ika Rahmawati and Siti Elda Hiererra and Albert Verasius {Dian Sano},,https://doi.org/10.1016/j.caeai.2024.100312,,,,2666-920X,Computers and Education: Artificial Intelligence,"Students' academic performance, Video-conference-assisted online learning (VCAOL), Machine learning, Model-agnostic",,100312,,Machine learning's model-agnostic interpretability on the prediction of students' academic performance in video-conference-assisted online learning during the covid-19 pandemic,https://www.sciencedirect.com/science/article/pii/S2666920X24001152,7.0,2024,,
article,PARK2020116,"The study introduces exemplary explicit teaching strategies as enacted by a middle school STEAM teacher. Through a 10-lesson climate change STEAM program, data were collected to explore explicit teaching strategies using O-TOP (Oregon Collaborative for Excellence in the Preparation [OCEPT] Teaching Observation Protocol) and NGSS 8 Practices (Next Generation Science Standards). Data from teacher interviews and class observations were also used to identify and describe how this STEAM teacher offered students opportunities to solve real problems in their community. Examples demonstrating three stages of STEAM education: understanding context presentation, performing creative design, and experiencing emotional touch are provided. We argue STEAM programs should be presented with more realistic issues arising from the community students belong to and that explicit teaching strategies should give students the opportunity to achieve core competencies and scientific literacy. Our study offers implications about the need for systemic teacher training and professional development for STEAM education.",,Young Shin Park and Jo Hoon Park,,https://doi.org/10.1163/23641177-BJA00002,,,,2364-1177,Asia-Pacific Science Education,", explicit teaching, climate change, , ",1,116-151,,Exploring the Explicit Teaching Strategies in STEAM Program of Climate Change,https://www.sciencedirect.com/science/article/pii/S2364117720000080,6.0,2020,,
article,CATALA20131930,"A considerable part of the behavior in smart environments relies on event-driven and rule specification. Rules are the mechanism most often used to enable user customization of the environment. However, the expressiveness of the rules available to users in editing and other tools is usually either limited or the available rule editing interfaces are not designed for end-users with low skills in programming. This means we have to look for interaction techniques and new ways to define user customization rules. This paper describes a generic and flexible meta-model to support expressive rules enhanced with data flow expressions that will graphically support the definition of rules without writing code. An empirical study was conducted on the ease of understanding of the visual data flow expressions, which are the key elements in our rule proposal. The visual dataflow language was compared to its corresponding textual version in terms of comprehension and ease of learning by teenagers in exercises involving calculations, modifications, writing and detecting equivalences in expressions in both languages. Although the subjects had some previous experience in editing mathematical expressions on spreadsheets, the study found their performance with visual dataflows to be significantly better in calculation and modification exercises. This makes our dataflow approach a promising mechanism for expressing user-customized reactive behavior in Ambient Intelligence (AmI) environments. The performance of the rule matching processor was validated by means of two stress tests to ensure that the meta-model approach adopted would be able to scale up with the number of types and instances in the space.",,Alejandro Catala and Patricia Pons and Javier Jaen and Jose A. Mocholi and Elena Navarro,,https://doi.org/10.1016/j.scico.2012.06.010,,,,0167-6423,Science of Computer Programming,"Ambient intelligence, Customization, Dataflow, Visual language, Rule, Event based, Non-expert programmer, Smart home",10.0,1930-1950,,A meta-model for dataflow-based rules in smart environments: Evaluating user comprehension and performance,https://www.sciencedirect.com/science/article/pii/S0167642312001232,78.0,2013,Special section on Language Descriptions Tools and Applications (LDTA’08 & ’09) & Special section on Software Engineering Aspects of Ubiquitous Computing and Ambient Intelligence (UCAmI 2011),
article,CHU2022100091,"With the rapid development of artificial intelligence, the application of AI robots (Artificial Intelligence-based robots) for instruction has become an attractive research topic. Numerous studies have shown that AI robots may provide new opportunities for learning designs in school settings or professional training. However, there is no review examining the role and research foci of AI-Robots in Education (AIRE) research. This study therefore explored the research trends of AIRE by conducting a systematic review of SSCI (Social Sciences Citation Index) journal articles published in the Web of Science (WoS). The study analyzed the participants, duration of the studies, learning environments, application domains, data analysis, evaluations of learners' performance, learning strategies, roles of AI-robots, and research issues. The research findings are concluded as follows: (1) The countries of Canada, Chile, and South Korea invested in AIRE research early, and focused on students' learning performance and learning behavior. (2) Most AIRE research focuses on research targets under the age of 13 and completed experiments within 4 weeks in a physical environment. Most AIRE research has been applied in the disciplines of Language and Science, and problem-solving related strategies and mixed strategies are the most commonly used strategies. (3) AI-robots are often applied and regarded as tutees or tutors. Regardless of what the AI-robot's role is, learning performance is the most widely focused variable in AIRE research. Furthermore, attitudes, opinions of learners or learning perceptions and learning behavior are other frequently discussed themes. To sum up, this study makes several recommendations for AIRE research for educators, researchers, and policy makers in higher education settings as a reference based on the results.",,Shih-Ting Chu and Gwo-Jen Hwang and Yun-Fang Tu,,https://doi.org/10.1016/j.caeai.2022.100091,,,,2666-920X,Computers and Education: Artificial Intelligence,"Artificial intelligence, Educational robots, Literature review, Research trends",,100091,,Artificial intelligence-based robots in education: A systematic review of selected SSCI publications,https://www.sciencedirect.com/science/article/pii/S2666920X22000467,3.0,2022,,
incollection,SMITH2024,"This entry describes the smart systems, digital services and Web 3.0 technologies that constitute Smart Libraries and Library 3.0, and explores the roles that virtual spaces and physical places have in this next generation of libraries. Key points include that the Smart Library and Library 3.0 are increasingly user-centric and focused on personalization and content creation as well as collections, and that physical library spaces are becoming much more informal and socially orientated but remain crucially significant. The entry concludes by considering implications of smart services and new digital technologies for library professionals and outlines some projections for the future.",,Charlie Smith,Reference Module in Social Sciences,https://doi.org/10.1016/B978-0-323-95689-5.00017-1,,,978-0-443-15785-1,,,"Artificial intelligence, Academic libraries, Content creation, Electronic resource management, Intelligent discovery, Library 3.0, Physical space, Public libraries, Smart Libraries, Smart technologies, User-centric, Virtual space, Web 3.0",,,Elsevier,Smart Libraries and Library 3.0,https://www.sciencedirect.com/science/article/pii/B9780323956895000171,,2024,,
article,MOHAMED2010317,"Number sense can be described as good intuition about numbers and their relationships. Individuals with good number sense tend to exhibit the following characteristics when performing mental computations; sense-making approach, planning and control, flexibility and appropriateness sense of reasonableness. This is a very important skill to be mastered by every individual to enable them to handle numerical problems in their daily life. Students rarely face problems with algorithms. Unfortunately, many studies have showed that students have poor understanding in making sense on numbers when tested on their competency in number sense component. This study aims to investigate if there is a relationship between student performance in number sense and mathematics achievement and to explore the components of number sense that students are weak in.",,Mohini Mohamed and Jacinta Johnny,,https://doi.org/10.1016/j.sbspro.2010.12.044,,,,1877-0428,Procedia - Social and Behavioral Sciences,"Number sense, Mental computation, Number sense test, Number sense framework",,317-324,,Investigating Number Sense Among Students,https://www.sciencedirect.com/science/article/pii/S187704281002149X,8.0,2010,International Conference on Mathematics Education Research 2010 (ICMER 2010),
article,ASTLE2023726,"Brain development is underpinned by complex interactions between neural assemblies, driving structural and functional change. This neuroconstructivism (the notion that neural functions are shaped by these interactions) is core to some developmental theories. However, due to their complexity, understanding underlying developmental mechanisms is challenging. Elsewhere in neurobiology, a computational revolution has shown that mathematical models of hidden biological mechanisms can bridge observations with theory building. Can we build a similar computational framework yielding mechanistic insights for brain development? Here, we outline the conceptual and technical challenges of addressing this theory gap, and demonstrate that there is great potential in specifying brain development as mathematically defined processes operating within physical constraints. We provide examples, alongside broader ingredients needed, as the field explores computational explanations of system-wide development.",,Duncan E. Astle and Mark H. Johnson and Danyal Akarca,,https://doi.org/10.1016/j.tics.2023.04.009,,,,1364-6613,Trends in Cognitive Sciences,"development, systems neuroscience, computational models, network science, connectomics",8.0,726-744,,Toward computational neuroconstructivism: a framework for developmental systems neuroscience,https://www.sciencedirect.com/science/article/pii/S1364661323000992,27.0,2023,,
article,DICHEV20172151,"The growing importance of data competency implies that adequate Data Science course offerings should be available to all students regardless of their interests, backgrounds and intended major. This paper describes the design and implementation of a course targeted at a non-technical audience and centered on data science literacy, with a focus on collecting, processing, analyzing and using data. The objective is through general education to prime students at an early stage of their education for the changes in the data-driven society and to provide them with skills to navigate capably in today’s data-rich world. Our experience and evaluation results indicate that it is realistic for a diverse population of undergraduate students to acquired data science literacy and practical skills through a general education course.",,Christo Dichev and Darina Dicheva,,https://doi.org/10.1016/j.procs.2017.05.240,,,,1877-0509,Procedia Computer Science,"Data Science, General Education, Computing, Data Analysis, Statistics, Visualization, Python",,2151-2160,,Towards Data Science Literacy,https://www.sciencedirect.com/science/article/pii/S1877050917308670,108.0,2017,"International Conference on Computational Science, ICCS 2017, 12-14 June 2017, Zurich, Switzerland",
article,WEISBERGER2021103344,"The teaching profession has become more demanding as a result of technology integration in teaching-learning-assessment processes. These changes are particularly challenging for teachers-mothers. This study aimed at understanding how technological changes that are integrated in the teaching profession shape the social roles of teachers-mothers. Semi-structured interviews were conducted with a diverse sample of thirty teachers-mothers. The analysis revealed main themes related to pedagogical aspects of technology integration, online professional development, and work-related e-communication. In addition, the categories of blurred boundaries, multichannel communication, and less free time were related to teachers-mothers’ social roles. Theoretical and practical implications are discussed.",,Moriya Weisberger and Yael Grinshtain and Ina Blau,,https://doi.org/10.1016/j.tate.2021.103344,,,,0742-051X,Teaching and Teacher Education,"Technology integration in schools, Teachers, Mothers, Social roles, Technology-enhanced pedagogy, Online teacher professional development, Teacher-student and teacher-parent e-communication",,103344,,How do technological changes in formal education shape the social roles of teachers who are mothers?,https://www.sciencedirect.com/science/article/pii/S0742051X21000688,103.0,2021,,
article,EDELMANN20181,"Over the last two decades, the formal study of culture has grown into one of the most exciting, systematic, and dynamic sub-fields in sociology. In this essay, we take stock of recent developments in this field. We highlight four emerging themes: (1) the maturation of the field that has occurred over the last two decades, (2) the rise and formalization of the “cultural matrix” approach to studying culture, (3) the development of various efforts to advance a more formal theory of culture, and (4) the proliferation of Big Data and the development of new kinds of quantitative and computational approaches to the study of culture, including the emergence of a new area focused on “computational hermeneutics.” We conclude by discussing future opportunities, challenges, and questions in formalizing culture.",,Achim Edelmann and John W. Mohr,,https://doi.org/10.1016/j.poetic.2018.05.003,,,,0304-422X,Poetics,"Formal study of culture, Cultural matrix approach, Measuring duality, Formalist theorization of culture, Computational hermeneutics",,1-9,,"Formal studies of culture: Issues, challenges, and current trends",https://www.sciencedirect.com/science/article/pii/S0304422X18301323,68.0,2018,,
article,LETONSAARI2017131,Computational algorithms can be described in many methods and implemented in many languages. Here we present an approach using storytelling methods of computer game design in modeling some finite-state machine algorithms and applications requiring user interaction. An open source software Twine is used for the task. Interactive nonlinear stories created with Twine are applications that can be executed in a web browser. Storytelling approach provides an easy-to-understand view on computational algorithms allowing communication with people with no computer science education. It also allows rapid prototyping and testing in mixed background work teams.,,Mika Letonsaari and Jukka Selin,,https://doi.org/10.1016/j.procs.2017.11.169,,,,1877-0509,Procedia Computer Science,"Twine, visual programming, rapid prototyping, algorithm design, digital storytelling",,131-138,,Modeling computational algorithms using nonlinear storytelling methods of computer game design,https://www.sciencedirect.com/science/article/pii/S1877050917323797,119.0,2017,"6th International Young Scientist Conference on Computational Science, YSC 2017, 01-03 November 2017, Kotka, Finland",
article,ROBINSON2024100087,"In recent years, we have seen many examples of software products unintentionally causing demonstrable harm. Many guidelines for ethical and responsible computing have been developed in response. Dominant approaches typically attribute liability and blame to individual companies or actors, rather than understanding how the working practices, norms, and cultural understandings in the software industry contribute to such outcomes. In this paper, we propose an understanding of responsibility that is infrastructural, relational, and cultural; thus, providing a foundation to better enable responsible software engineering into the future. Our approach draws on Young's (2006) social connection model of responsibility and Star and Ruhleder's (1994) concept of infrastructure. By bringing these theories together we introduce a concept called infrastructural injustice, which offers a new way for software engineers to consider their opportunities for responsible action with respect to society and the planet. We illustrate the utility of this approach by applying it to an Open-Source software communities’ development of Deepfake technology, to find key leverage points of responsibility that are relevant to both Deepfake technology and software engineering more broadly.",,Sarah Robinson and Jim Buckley and Luigina Ciolfi and Conor Linehan and Clare McInerney and Bashar Nuseibeh and John Twomey and Irum Rauf and John McCarthy,,https://doi.org/10.1016/j.jrt.2024.100087,,,,2666-6596,Journal of Responsible Technology,"Responsible software engineering, Infrastructure, Social connection model of responsibility, Installed base, Deepfake technology",,100087,,"Infrastructural justice for responsible software engineering,",https://www.sciencedirect.com/science/article/pii/S2666659624000131,19.0,2024,,
article,CAMARGO2024326,"Amidst the ongoing technological expansion, IoT-based applications have established their presence in various scenarios, including smart homes, healthcare, wearable devices, and more. However, fostering robust social relationships among objects within intelligent environments requires considering a multitude of parameters, from historical transactions data to peer opinions on interaction experiences. Our primary objective is to introduce the VISO concept, a finely tuned approach for community formation and facilitating autonomous interactions among Social IoT objects. Key contributions of VISO include: (i) a recommendation mechanism for cultivating friendships; (ii) the virtualization of devices, known as Virtual Objects, based on the Digital Twin concept; (iii) object ranking, determined by peer evaluations at the edge; and (iv) profiling the identity of each object within the environment. The VISO approach is rooted in the link analysis model, which seeks to uncover connections between individuals and qualify interactions. Additionally, the construction of social circles is guided by the Organizational Network Analysis model, a concept grounded in social networks designed to simplify the initiation of new friendships. The VISO approach stands out through its amalgamation of dynamic trust mechanisms, object virtualization, real-time interaction monitoring, and the highlighting of the most active objects. These characteristics collectively contribute to its effectiveness in managing relationships within the social IoT, while simultaneously addressing challenges posed by alternative models. Preliminary results in a testing environment substantiate the model’s capability to categorize interactions and identify the most beneficial object roles for establishing new relationships. In particular, by selecting the most active objects 30%, they account for a staggering 90% of local actions. These validation outcomes lay the foundation for planned future work and enhancements to the VISO approach. Encouraged by the promising results, the inception of a significant project is on the horizon. The application of the VISO approach to relationship management within a smart campus for ubiquitous education underscores the remarkable versatility and potential of Social IoT. This application has the power to elevate various facets of campus life, ranging from education to resource management, creating a transformative impact within the educational landscape.",,L.S. Camargo and J.F. Pauletti and A.M. Pernas and A. Yamin,,https://doi.org/10.1016/j.future.2023.09.009,,,,0167-739X,Future Generation Computer Systems,"Digital twin, Interaction, Link analysis, Recommendation, Relationship, Social IoT",,326-340,,VISO approach: A socialization proposal for the Internet of Things objects,https://www.sciencedirect.com/science/article/pii/S0167739X23003345,150.0,2024,,
article,DILIETO201716,"Educational Robotics (ER) is known for its effects on academic achievement and scientific concepts. Few studies have demonstrated ER effects on cognitive skills and no evidence exists on the role of ER in promoting Executive Functions, key elements in early school readiness and cognitive milestone achievements. The aim of this study was to evaluate, for the first time, the short-term effects in Preschool children of an intensive ER training on Executive Functions. A sample of 12 children (age range: 5–6 years) took part to an intensive ER-Lab for 13 sessions (6 weeks) by using a bee-shaped robot, called Bee-Bot®. The children were tested three times (baseline, pre and post ER-Lab) with a neuropsychological battery. The main finding was a significant improvement in both visuo-spatial working memory and inhibition skills after the ER-Lab period, with a significant effect also on robot programming skills. These data provide scientific support to the hypothesis that ER is suitable in progressively improving abilities in planning and controlling complex tasks in early childhood, fostering executive functions development.",,Maria Chiara {Di Lieto} and Emanuela Inguaggiato and Emanuela Castro and Francesca Cecchi and Giovanni Cioni and Marta Dell’Omo and Cecilia Laschi and Chiara Pecini and Giacomo Santerini and Giuseppina Sgandurra and Paolo Dario,,https://doi.org/10.1016/j.chb.2017.01.018,,,,0747-5632,Computers in Human Behavior,"Evaluation methodologies, Educational Robotics, Education, Interactive learning environments",,16-23,,Educational Robotics intervention on Executive Functions in preschool children: A pilot study,https://www.sciencedirect.com/science/article/pii/S0747563217300195,71.0,2017,,
