"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Cooperative Thinking: Analyzing a new framework for software engineering education (Extended abstract)","P. Ciancarini; D. Russo; M. Missiroli","Dept. of Computer Science, University of Bologna, Bologna, Italy; Dept. of Computer Science, University of Aalborg, Aalborg, Denmark; Dept. of Computer Science, University of Bologna, Bologna, Italy",2023 IEEE 35th International Conference on Software Engineering Education and Training (CSEE&T),"31 Aug 2023","2023","","","121","121","The paper we present [1] is an analysis of Cooperative Thinking, a model of team-based computational problem-solving that extends Computational Thinking with Agile Values.","2377-570X","979-8-3503-2202-6","10.1109/CSEET58097.2023.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10229331","computational thinking;agile;teamwork","Analytical models;Computational modeling;Education;Problem-solving;Software engineering","","","","1","IEEE","31 Aug 2023","","","IEEE","IEEE Conferences"
"The APP Method: Self-Regulation Strategies Giving POWER to Computer Science Students","C. S. Drozdowski; S. Emeghara; T. J. Marlowe; K. G. Herbert; V. K. Anu; S. Hagiwara; S. A. Robila",NA; NA; NA; NA; NA; NA; NA,2024 IEEE Integrated STEM Education Conference (ISEC),"17 Sep 2024","2024","","","01","04","Research shows that improving students' understanding of Computational Thinking (CT) in unplugged, science-based courses benefits their understanding of algorithmic thinking. This paper describes use of the APP approach, a UDL-based guideline of self-regulation for problem formulation and problem solving, and then presents a program of lessons designed to improve a student's CT skills through improvement of executive functioning and higher-level cognitive skills, using the APP framework to explore the field of solar weather, an underrepresented but relevant topic for 6-12 grade students. The approach has strong resonances with the POWER approach to expository writing, the scientific method, and software engineering.","2473-7623","979-8-3503-5280-1","10.1109/ISEC61299.2024.10664967","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10664967","Computational thinking;Data science;SRSD;Universal Design for Learning","Computer science;Writing;Problem-solving;Software engineering;STEM;Meteorology;Guidelines","","","","16","IEEE","17 Sep 2024","","","IEEE","IEEE Conferences"
"Competency based IT experienes","C. Li; H. Said; R. Michael; M. Johnson; H. Meyer","School of Information Technology, University of Cincinnati, Cincinnati, USA; School of Information Technology, University of Cincinnati, Cincinnati, USA; School of Information Technology, University of Cincinnati, Cincinnati, USA; School of Education, University of Cincinnati, Cincinnati, USA; School of Education, University of Cincinnati, Cincinnati, USA",2016 IEEE Frontiers in Education Conference (FIE),"1 Dec 2016","2016","","","1","4","This paper introduces an ongoing National Science Foundation funded project that prepares high school students for college readiness and fosters student interests in careers in Information Technology. The project targets a mixed student population from urban, low-income settings. Based on the project's first-year results, the paper proposes significant changes that will be implemented in the project's second year. These changes include a competency-based education curriculum in which students' IT knowledge and skills can be assessed in a way that three college course credits can be awarded to students who are still in high schools, a 12-hour graduate certificate program that prepares both in- and pre-service teachers to teach college IT courses for University of Cincinnati at their high schools through an Ohio College Credit Plus program, and a more concentrated research in computational thinking, which has been brought up for national attention and recognized as one of the essential competencies among Science, Technology, Engineering, and Mathematics disciplines.","","978-1-5090-1790-4","10.1109/FIE.2016.7757572","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7757572","K-12 STEM Education;Information Technology;Competency-based Education;Computational Thinking;Teacher Preparation;Curriculum Development","Sociology;Statistics;Computer security;Databases;Hardware","","","","8","IEEE","1 Dec 2016","","","IEEE","IEEE Conferences"
"Exploring the Effectiveness of Learning Scratch Programming with Code.org","K. -H. Yang; H. -Y. Lin","Department of Mathematics and Information Education, National Taipei University of Education, Taipei, Taiwan; Department of Mathematics and Information Education, National Taipei University of Education, Taipei, Taiwan",2019 8th International Congress on Advanced Applied Informatics (IIAI-AAI),"14 Feb 2020","2019","","","1057","1058","The technology is progressing nowadays, and the threshold of accessing computer program is more and more diversified for the students. We hope to bring students to learn and like computer program naturally in the ways of games, which will induce the students to learn the ways of logical thinking within the educational field. The target of the research is the students of third grade in public elementary schools, in which the research teaches and adopts scaffolding theory within the program courses under the concept of spiral curriculum. Moreover, the research adopts the Code.org and Scratch application programs combined with ways of computational thinking to lead the students into the world of computer programming, which also pursues the methodology of pre-test. The Scratch adopts the normal teaching ways, while the Code.org apply the APP of Angry Bird to teach. The research observes the students' reactions and scores the result according to the outcome of Scratch done by the students. Then the research pursues the methodology of post-test and the satisfaction survey.","","978-1-7281-2627-2","10.1109/IIAI-AAI.2019.00225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8992665","Code.org;Scratch;Scaffolding;Spiral Theory;Computational Thinking;Curriculum","","","","","2","IEEE","14 Feb 2020","","","IEEE","IEEE Conferences"
"Teacher And Student Empathy Interviews As An Instrument For Considering More Inclusive K-12 Computing Pathways","P. Ruiz; K. Mills; Q. Burke; M. Coenraad","Digital Promise, San Mateo, USA; Digital Promise, San Mateo, USA; Digital Promise, San Mateo, USA; Digital Promise, San Mateo, USA","2021 Conference on Research in Equitable and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","30 Nov 2021","2021","","","1","5","This paper presents the development and use of empathy interviews at Iowa City Community School District (ICCSD) which is the fifth largest school district in the state. At this district, equity challenges have arisen as the city has grown rapidly over the past decade, shifting from a rural and predominantly White college town to a burgeoning tech sector with a significant influx of Latinx families. During the first two years of participation in the Developing Inclusive K-12 Computing Pathways Research Practice Partnership (CT Pathways), the district developed a computing pathways document to guide schools and teachers in the integration of computer science (CS) and computational thinking (CT). After a year piloting their pathway, an Inclusive CT Pathways Committee was formed to review the existing pathways document and ensure it was ably addressing the district's overall equity goal of better serving students from Black and Latinx communities. As an orientation step to personalize this goal and understand it within the context of their own classrooms and schools, teachers on the Inclusive CT Committee conducted empathy interviews to learn more about the computing experiences of their students. Teachers reflected upon the structure of the interview protocol, the insights they gained, and the potential opportunities the approach afforded them to address misconceptions about computing. They described the interviews as opportunities to learn more about designing supports, on-ramps, and more inclusive computing opportunities for students.","","978-1-6654-4905-2","10.1109/RESPECT51740.2021.9620708","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620708","computing pathways;computational thinking;empathy interviews;inclusive computing","Computer science;Protocols;Instruments;Urban areas;Interviews","","","","9","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"CloudDB: Components for exploring shared data with MIT app inventor","N. Lao","Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, Massachusetts",2017 IEEE Blocks and Beyond Workshop (B&B),"30 Nov 2017","2017","","","109","110","Data sharing through Cloud technology is one of the most powerful new computer science concepts of the past few decades. As such, developing powerful and easy-to-use tools for incremental learning and application of shared data concepts is an important endeavor. My work focuses on using MIT App Inventor, a popular blocks-based mobile application development tool for teaching computational thinking to young students, to make shared data technology understandable and usable by anyone without the need for extensive computer science training. I present the ongoing development of CloudDB, a set of coding blocks for MIT App Inventor that allows users to store, retrieve, and share various types of data in tag-value pairs on a Redis server for their mobile applications.","","978-1-5386-2480-7","10.1109/BLOCKS.2017.8120426","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8120426","blocks;cloud;data sharing;App Inventor;mobile application development;computational thinking;education","Servers;Cloud computing;Tools;Education;Databases;Programming","","","","5","IEEE","30 Nov 2017","","","IEEE","IEEE Conferences"
"Delivering Virtual K-8 Computing Professional Development in Rural KY","P. Ruiz; E. Iwatani; Q. Burke; T. Tackett","Digital Promise, San Mateo, CA, USA; Digital Promise, San Mateo, CA, USA; Digital Promise, San Mateo, CA, USA; Digital Promise, San Mateo, CA, USA","2021 Conference on Research in Equitable and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","30 Nov 2021","2021","","","1","2","Teachers living and working in rural areas in the United States often lack access to high-quality professional development (PD) opportunities. As computer science (CS) and computational thinking (CT) education pathways increasingly develop in rural districts, it is essential to provide quality PD for their teachers so they can identify opportunities for and plan to embed CS and CT learning in their classrooms. A key element in delivering high-quality PD is understanding the specific educational and wider cultural needs of the community where it will be delivered, something we call “mining cultural capital”. In this poster, we report on the delivery of four 30-minute virtual PD sessions within two rural school districts in Eastern Kentucky: Pikeville Independent and Floyd County Schools. The virtual sessions were specifically geared toward elementary and middle school teachers. The sessions were led by a long-time educator in the region who worked to curate relevant examples and delivered the PD via a recorded video conference. The recordings are available for teachers in the region to watch and re-watch as they develop their lessons. Survey results showed that participating teachers found the PD to be valuable. Furthermore, feedback from teachers suggests that access to these short just-in-time PD sessions provided valuable learning opportunities and also sparked new lesson ideas for teachers.","","978-1-6654-4905-2","10.1109/RESPECT51740.2021.9620568","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620568","rural education;computing pathways;equitable access to computer science education;computational thinking;professional development;broadening participation in computing","Computer science;Handheld computers;Education;Global communication;Cultural differences;Videoconferences","","","","7","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Thesis Plan: The Effect of Data Science Teaching for non-STEM students","L. Barboza","CESAR School, Recife, PE, Brazil",2022 ACM/IEEE Joint Conference on Digital Libraries (JCDL),"16 Aug 2022","2022","","","1","2","In recent years, the interest in Data Science has increased in both industry and academia. Historically, access to this discipline has been redirected to STEM professionals. However, the ubiquity of cloud computing and the simplicity of modern programming languages such as Python and R have enabled non-STEM students and professionals to leverage it especially to analyze data. Similarly, with what has been conveyed with computational thinking in terms of enabling non-STEM students with com technological competencies, this article aims to present a proposal for improving the teaching of data science specifically to non-stem students.","","978-1-4503-9345-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9852919","Data Science;non-STEM;computational thinking","Industries;Cloud computing;Education;Data science;Libraries;Proposals;Python","","","","22","","16 Aug 2022","","","IEEE","IEEE Conferences"
"Embodied programming: Supporting the move from concrete to abstract","A. Trory","Department of Informatics, University of Sussex, Brighton, England",2016 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"10 Nov 2016","2016","","","262","263","How can educational technologists most effectively support children in their development of computational thinking? This project attempts to integrate recent evidence from embodied cognitive science with concreteness fading: an instructional theory popular in mathematics and science education. Through a series of classroom studies, I will investigate the effectiveness of the concrete-pictorial-abstract sequence, and the relative benefits of physical and virtual implementations of the concrete stage. Results will be used to guide the development of an interactive learning environment for use in primary school classrooms.","1943-6106","978-1-5090-0252-8","10.1109/VLHCC.2016.7739707","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7739707","primary school computing;computational thinking;educational technology;concreteness fading;grounded cognition;kinaesthetic learning;physical and virtual manipulatives","Concrete;Fading channels;Cognition;Computational modeling;Mathematics;Education;Aging","","","","10","IEEE","10 Nov 2016","","","IEEE","IEEE Conferences"
"Design and Implementation of a STEAM Robotics Lesson on the Spotted Lanternfly: Engineering a Computer Science Solution","E. Douglass; A. Cannella; K. G. Herbert; V. Anu; S. Hagiwara; T. Marlowe; S. Robila",NA; NA; NA; NA; NA; NA; NA,2024 IEEE Integrated STEM Education Conference (ISEC),"17 Sep 2024","2024","","","1","4","Introducing middle school students to STEAM projects can foster an interest in computer science and engineering solutions. These projects provide hands-on experiences that may encourage students to explore careers in science, technology, engineering, art, and mathematics. Engaging students in real-world problems can help them develop critical thinking skills and generate innovative ideas. STEAM projects can also spark students' curiosity and creativity. This paper will explore developing and implementing a STEAM lesson to introduce students to the engineering and design process and computational thinking. Moreover, this project also addresses a major environmental concern currently in New Jersey, specifically the destruction of the environment by the spotted lanternfly. Therefore, students are also applying skills in civil duty and environmental awareness as a part of their design and plan to eradicate this invasive species.","2473-7623","979-8-3503-5280-1","10.1109/ISEC61299.2024.10664730","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10664730","Coding;Computational Thinking;Engineering and Design Process;Environmental Awareness;K-12 Computer Science Education;Problem-Solving;Programming;Real-world Problems;Robotics;Spotted Lanternfly. STEAM (Science, Technology, Engineering, Art, and Mathematics)","Knowledge engineering;Invasive species;Art;Engineering profession;Ecosystems;Mathematics;Sparks","","","","2","IEEE","17 Sep 2024","","","IEEE","IEEE Conferences"
"A container terminal logistics computational architecture with MPSoC distributed cooperative computing perspective","L. Bin","School of Transportation, Fujian University of Technology, Fuzhou, China",2015 34th Chinese Control Conference (CCC),"14 Sep 2015","2015","","","8709","8714","The systematic solutions to planning and scheduling for container terminal logistics systems (CTLS) have been scarce owing to their high complexity and strong randomness. This paper extended the past research on modeling CTLS with computer composition principles and architecture. The comparability and the further mapping relationships between CTLS and multi-processor system-on-chip (MPSoC) were discussed at great length within the theoretical viewpoints of computational thinking. Whereafter a container terminal logistics computational architecture was put forward for scheduling and execution using the perspective of MPSoC, which was established on the conceptual framework and fundamental principles of distributed, parallel, and cooperative computing in essence. Finally, the approach was demonstrated by investigating the stress testing, load balancing and process behavior of a typical container terminal logistics service case in contrast with the previous work based on the comprehensive computational experiments.","1934-1768","978-9-8815-6389-7","10.1109/ChiCC.2015.7261015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7261015","container terminal logistics;computational thinking;multi-processor system-on-chip;affinity;load balancing","Decision support systems","","","","10","","14 Sep 2015","","","IEEE","IEEE Conferences"
"Coding Training Proposal from Kindergarten to High School","E. Benetti; G. Mazzini","Lepida ScpA, Bologna, Italy; Lepida ScpA, Bologna, Italy","2021 International Conference on Software, Telecommunications and Computer Networks (SoftCOM)","12 Oct 2021","2021","","","1","5","Over the past decade, the teaching of coding and computational thinking has become increasingly important in the school environment. If before they were a secondary part of the teaching program and provided only, at best, from the age of eleven and up, it is now clear that they should play a relevant role in the school curriculum as soon as possible. In recent years, many solutions, both papery and software applications, have been developed for encoding. However, the remaining problem is that every available solution has been designed for a very precise and limited scope, both of age and skills, without thinking of a more generalizable use for a long period. This work therefore aims to choose some of the tools available, designed for different needs but sufficiently similar in order to allow the development of a fluid and continuous coding educational path, gradually adding new complexities, starting from the age of three in the school of childhood, up to high school.","1847-358X","978-953-290-109-2","10.23919/SoftCOM52868.2021.9559050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9559050","coding tools;preschool;school;programming;computational thinking","Training;Fluids;Tools;Encoding;Software;Computer networks;Telecommunications","","","","21","","12 Oct 2021","","","IEEE","IEEE Conferences"
"Leveraging Community Cultural Wealth to Support K-8 CT Education in Kentucky Appalachia","E. Iwatani; T. Tackett; K. Tackett; N. Arnett; P. May","Learning Sciences Research Digital Promise, San Mateo, CA, USA; Digital Literacy Bit Source, LLC, Pikeville, KY, USA; South Floyd Elementary School, Floyd County Schools, Hi Hat, KY, USA; Pikeville Independent School District, Pikeville, KY, USA; Bit Source, LLC, Pikeville, KY, USA","2021 Conference on Research in Equitable and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","30 Nov 2021","2021","","","1","2","Since the departure of the coal industry, Kentucky Appalachia has been striving to cultivate new ways of living in the region that is consonant with their culture and values. Developing a workforce that is competitive in the digital economy is a central part of the region's plan for revitalization, with local educators and organizations beginning to invest, with intention, in CS/ CT education for K-12 students. The panel consists of local leaders (administrators, teachers, parents, and community leaders) of K-8 CS/CT initiatives in the region. They will discuss how building a K-8 computational thinking pathway both leverages and helps to strengthen their community's cultural wealth.","","978-1-6654-4905-2","10.1109/RESPECT51740.2021.9620610","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620610","Kentucky Appalachia;computational thinking;community cultural wealth;culturally responsive rural education","Coal industry;Education;Buildings;Organizations;Global communication;Cultural differences","","","","10","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Looking for Pets: a game for the logical reasoning development","M. Pessoa; L. F. Alencar; L. Araújo; R. Melo; F. Pires","Department of Computing, University of the State of Amazonas, Manaus (AM), Brazil; Degree in Computer Science, University of the State of Amazonas, Manaus (AM), Brazil; Degree in Computer Science, University of the State of Amazonas, Manaus (AM), Brazil; Degree in Computer Science, University of the State of Amazonas, Manaus (AM), Brazil; Degree in Computer Science, University of the State of Amazonas, Manaus (AM), Brazil",2019 IEEE Frontiers in Education Conference (FIE),"12 Mar 2020","2019","","","1","4","This paper reports on the development process of a 3D strategy game and decision making, for mobile platforms, entitled “Looking for Pets whose objective is to promote the development of logical reasoning, as well as to exercise the abilities of Computational Thinking through a playful process for building algorithms. The elements and mechanics of the game are based on the Cognitive, Load Theory, Multimedia Learning.","2377-634X","978-1-7281-1746-1","10.1109/FIE43999.2019.9028510","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9028510","Computational Thinking;Strategy Game;Algorithm","Games;Cognition;Animals;Usability;Computer science;Proposals;Pattern recognition","","","","25","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"An Innovative Approach to Teaching an Undergraduate Software Engineering Course","C. Y. Lester","Department of Computer Science, Tuskegee University, Tuskegee, AL, USA",2008 The Third International Conference on Software Engineering Advances,"7 Nov 2008","2008","","","301","306","Software engineering is defined as a discipline concerned with all aspects of software production from inception to the maintenance of a system. It has often been dubbed as the ""cradle-to-grave"" approach to producing reliable, cost-efficient software delivered in a timely manner that satisfies the customer's needs. It interleaves the concepts of individual work with team work and the soft skills of technical writing with technical proficiency. Therefore, as computer science educators, we are faced with the challenge of creating a learning experience for our students that effectively introduces the technical aspect of software engineering principles, as well as those essential non-technical skills. The goal of this paper is to describe a work in progress that focuses on creating an enhanced learning experience where computational thinking, collaborative learning, and service-learning are infused into an undergraduate software engineering course. The paper introduces these concepts and how each is used to train students.","","978-1-4244-3218-9","10.1109/ICSEA.2008.72","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4668124","software engineering education;computational thinking;collaborative learning;service-learning","Education;Software engineering;Computer science;Software maintenance;Production systems;Collaborative work;Writing;Hardware;Industrial training;Application software","","","","14","IEEE","7 Nov 2008","","","IEEE","IEEE Conferences"
"How Do We Do CS on Top of Everything Else? A Coaching Cycle Approach in Elementary School","R. K. Pozos; J. Denner; E. Asamoto; E. Green; S. Severance","Graduate School of Education, Stanford University, Stanford, CA, USA; Education, Training, Research, Santa Cruz, CA, USA; Santa Cruz City Schools, Santa Cruz, CA, USA; Education, Training, Research, Santa Cruz, CA, USA; Education Department, University of California, Santa Cruz, Santa Cruz, CA, USA","2021 Conference on Research in Equitable and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","30 Nov 2021","2021","","","1","2","A key strategy for bringing computer science (CS) education to all students is the integration of computational thinking (CT) into core curriculum in elementary school. But teachers want to know how they can do this on top of their existing priorities. In this paper, we describe how our research-practice partnership is working to motivate, prepare, and support an elementary school to integrate equitable and inclusive computer science into core curriculum. Data were collected from teachers at a K-5 school where 65 % of students are Hispanic or Latinx, 46% are English Learners, and 65 % are eligible for free or reduced lunch. Data included semi-structured interviews, educators' written reflections, and observations of classroom implementation and professional development. The findings show how the school is building buy-in and capacity among teachers by using a coaching cycle led by a Teacher on Special Assignment. The cycle of preparation, implementation, and reflection demystifies CS by helping teachers design, test, and revise coherent lesson sequences that integrate CT into their lessons. Contrasting case studies are used to illustrate what teachers learned from the cycle, including the teachers' reasons for the integration, adaptations they made to promote equity, what the teachers noticed about their students engaging in CT, and their next steps. We discuss the strengths and the limitations of this approach to bringing CS for All.","","978-1-6654-4905-2","10.1109/RESPECT51740.2021.9620555","NSF(grant numbers:1923606); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620555","teacher professional development;elementary school;computational thinking;equity and inclusion","Computer science;Education;Buildings;Reflection;Interviews","","","","7","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Research and practice on teaching mode of “Introduction to Computer Science” in Business-Education Partnership","Z. Xue-yan; R. Xiang-min","School of software, Harbin University, Harbin, China; School of software, Harbin University, Harbin, China",2010 5th International Conference on Computer Science & Education,"30 Sep 2010","2010","","","615","618","Cultivating IT talents in Applied Undergraduate Education needs to establish dynamic teaching mechanism though Business-Education Partnership. This thesis takes the case of “Introduction to Computer Science”, analyzes the location and lack of traditional teaching content, discusses the teaching content reform of “Introduction to Computer Science”, provides that the selection and description of teaching content should reflect the Business-Education interaction, fostering Computational Thinking, dividing “computer operation” into extra-curricular, integration professional English and stimulating interest in learning etc. characteristics, and puts into practice with good results.","","978-1-4244-6005-2","10.1109/ICCSE.2010.5593536","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5593536","Introduction to Computer Science;computer professional English;teaching content reform;Business-Education Partnership;Computational Thinking","Computer science;Computers;Educational institutions;Software;Software engineering;Training","","","","7","IEEE","30 Sep 2010","","","IEEE","IEEE Conferences"
"First Steps Towards Automatically Defining the Difficulty of Maze-Based Programming Challenges","I. Kanellopoulou; P. Garaizar; M. Guenaga","Faculty of Engineering, University of Deusto, Bilbao, Spain; Faculty of Engineering, University of Deusto, Bilbao, Spain; Faculty of Engineering, University of Deusto, Bilbao, Spain",IEEE Access,"30 Apr 2021","2021","9","","64211","64223","In a world where algorithms are ubiquitous, the development of computational thinking competencies is becoming progressively important among students, technology professionals, and 21st-century citizens in general. Educational games as a means of promoting computational thinking skills have gained popularity in recent years. Offering efficient educational games that promote computational thinking competencies requires personalized learning paths through adaptive difficulty. The research presented herein is a first attempt to define a difficulty function for maze-based programming challenges using log data obtained from Kodetu, which is a block-based maze game. Specifically, we conducted three studies with 9- to 16-year-old students who were asked to solve sequences of maze-based programming challenges. Using log data from these studies, we investigated the maze characteristics and the coding limitations that affect performance in the challenges and calculated the performance obtained by the participants using a fuzzy rule-based system. The results showed that the turns in a maze, the number of total steps of a maze, and the blocks provided affect student performance. Using regression analysis, we defined a difficulty function for maze-based programming challenges that considers the weights of these factors and provides a first step towards the design of adaptive learning paths for computational thinking-related educational games.","2169-3536","","10.1109/ACCESS.2021.3075027","European Union’s Horizon 2020 Research and Innovation Program through the Marie Sklodowska-Curie(grant numbers:665959); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9410541","Computational thinking;difficulty;educational games;block-based maze game","Games;Programming profession;Tools;Extraterrestrial measurements;Particle measurements;Atmospheric measurements;Visualization","","4","","59","CCBY","22 Apr 2021","","","IEEE","IEEE Journals"
"PACT: A Citizen Science Project for Computing Education","B. A. da Silva; S. A. da Costa Cavalheiro; L. Foss; A. M. P. Fleischmann; A. V. Garcez","Universidade Federal de Pelotas, Pelotas, Brazil; Universidade Federal de Pelotas, Pelotas, Brazil; Universidade Federal de Pelotas, Pelotas, Brazil; Universidade Federal de Pelotas, Pelotas, Brazil; Universidade Federal de Pelotas, Pelotas, Brazil",2021 IEEE Frontiers in Education Conference (FIE),"20 Dec 2021","2021","","","1","9","This innovative practice full paper proposes a model for centralizing, categorizing and organizing Computational Thinking resources and knowledge. The term “Computational Thinking” usually refers to problem solving skills related to Computer Science. Yet, there is neither: a consensual definition of what exactly is this term about; nor which skills are involved. Even under these conditions, several studies are conducted regarding this theme around the world, as well as informal activities applied by non-researchers enthusiasts. Thus, a model to reunite both, academic and non-scientific community, around the Computational Thinking is proposed: the Partnership for Advancing Computational Thinking, PACT. On one hand it is an effort to guide convergence in the literature, leading to more standardized definitions and spotting similarities or disagreements between authors. And on the other hand, it is a platform for sharing resources and experiences between the communities, an initiative to bring the model of research with public participation (Citizen Science) to education. An expandable ontology that is able to consider the perspective of multiple authors over the subjects is used to implement the model. Three different author views and resources are instantiated to illustrate the range, expressiveness and operation of the ontology. It is revealed able to model author views from previous models, frameworks and even discursive texts, as well as linking resources of different natures by their purpose and subjects approached.","2377-634X","978-1-6654-3851-3","10.1109/FIE49875.2021.9637147","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior – Brasil (CAPES); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9637147","Computer Science;Computational Thinking;Citizen Science;Ontology","Computer science;Vocabulary;Visualization;Computational modeling;Conferences;Education;Collaboration","","","","33","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"Development of Phylum Chordata Sound Recognition System using Machine Learning and Deep Learning Techniques: A Case Study of Catfish","L. A. Akinyemi; O. P. Oshinuga; O. A. Eshilokun; S. O. Oladejo; S. O. Ekwe","Departments of Computer Science and Electrical Engineering, CSET, University of South Africa, Johannesburg, South Africa; Department of Electronic and Computer Engineering, Lagos State University, Lagos, Nigeria; Department of Electronic and Computer Engineering, Lagos State University, Lagos, Nigeria; School for Data Science and Computational Thinking Stellenbosch University, Stellenbosch, South Africa; Department of Electrical, Electronic and Computer Engineering, Cape Peninsula University of Technology, Cape Town, South Africa","2023 International Conference on Electrical, Computer and Energy Technologies (ICECET)","22 Jan 2024","2023","","","1","6","Sound recognition refers to the technology or process of identifying and classifying different sounds or audio signals. This study aims to develop a sound recognition system using machine learning (ML) and deep learning (DL) techniques to classify and identify the gender of catfish based on their speech patterns. The study explores a range of supervised ML and DL algorithms, such as the Artificial Neural Network (ANN), Naïve Bayes (NB), and others, to predict the gender of catfish. The extracted features from the audio signals of the catfish serve as inputs to these algorithms, which produce binary predictions classifying the catfish samples as either male or female. This study further explores data analysis of the audio signals from the male and female catfish. The automated sound recognition system proves to be a more efficient and accurate approach compared to traditional methods, which rely on time-consuming visual observations. Evaluation metrics such as Accuracy, Sensitivity, and more, were employed to gauge the effectiveness of the algorithms in predicting the gender of catfish based on speech patterns. Among the employed algorithms, ANN and NB demonstrate the highest accuracy, achieving a score of 89.47%.","","979-8-3503-2781-6","10.1109/ICECET58911.2023.10389248","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10389248","Sound Recognition;Deep Learning;Machine Learning Audio Data Analysis;Catfish;Gender Prediction","Deep learning;Machine learning algorithms;Artificial neural networks;Prediction algorithms;Feature extraction;Classification algorithms;Sound recognition","","2","","10","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
"Enhancing Chronic Kidney Disease Prediction Through Data Preprocessing Optimization and Machine Learning Techniques","L. A. Akinyemi; O. P. Oshinuga; S. O. Ekwe; S. O. Oladejo","Department of Compt. Science & Electrical Engineering, CSET, University of South Africa, Johannesburg, South Africa; Department of Electronic and Computer Engineering, Lagos State University, Lagos, Nigeria; Department of Elect., Electronic and Computer Engineering, Cape Peninsula University of Technology, Cape Town, South Africa; School for Data Science and Computational Thinking, Stellenbosch University, Stellenbosch, South Africa","2023 International Conference on Electrical, Computer and Energy Technologies (ICECET)","22 Jan 2024","2023","","","1","6","Health care is the improvement of health through the avoidance and cure of diseases. Chronic kidney disease (CKD) poses a substantial health issue, ranking as the eighth leading cause of death and the tenth leading cause of disability-adjusted life years for both genders. This research aims to utilize machine learning (ML) algorithms to accurately predict the presence of CKD, which affects people worldwide. Timely identification of CKD is crucial to prevent it from progressing to its final and most critical phase. Machine learning algorithms, such as Decision Tree (DT), Naïve Bayes (NB), and others, are used in this study for the prediction of CKD. Various health parameters such as age, albumin level, and more are used as input into each ML algorithm to predict the presence of CKD. Data preprocessing is carried out to improve the quality of the data for more accurate prediction. The data is analyzed to uncover the connections between CKD health parameters and their impact on the occurrence of CKD. This research further examines the influence of different train and test data ratios on the accuracy of the employed algorithms. Evaluation metrics such as accuracy, sensitivity, and more are employed to gauge the effectiveness of each algorithm in making predictions. Random Forest stood out as the most accurate algorithm, with a score of 96.25%. Naive Bayes and XGBoost demonstrated the highest sensitivity, achieving a perfect score of 100%.","","979-8-3503-2781-6","10.1109/ICECET58911.2023.10389513","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10389513","Health Care;Machine Learning;Chronic Kidney Disease (CKD);Data Analysis;Data Preprocessing","Machine learning algorithms;Sensitivity;Data preprocessing;Medical services;Prediction algorithms;Chronic kidney disease;Decision trees","","2","","13","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
